,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
My vehicle is my sanctuary,0.0231066092961,-0.00633558448724,-0.242449847703,0.0519607638224,0.0419101486542,0.0275577952714,0.0220999694408,0.0256624490648,0.165799030528,0.338650508201,0.104413862499,0.494202970899,0.409108734121,0.41360163333,0.43994827691,0.422369759932,0.386677369399,0.319545855507,0.267013317162,0.102969857262,0.31693669767,0.300303079636,0.340996271073,0.359679477285,0.171989905596,0.676936279819,1.0,0.108363902084,0.1049653958,0.597053369241,0.185619770405,0.0812109103374,0.0918287273238,0.214797830765,0.45615276659,0.479752343738,0.412712011054,0.269034777726,0.532678902468,0.522466487262,0.494784297851,0.0363063313171,0.213248994524,0.162980451372,0.338971157836,0.354878393767,0.361743138076,0.373060694159,0.29568664009,0.285130589477,0.229260230087,0.35326966302,0.32828884556,0.240652488917,0.274410226087,0.270178504212,0.265972628466,0.317880153703,0.352494960516,0.328965612332,0.332741961676,0.327468885455,0.286169370096,0.290987175988,0.310976263805,0.302733097894,0.260923756361,0.260513464049,0.269492162368,0.289143056899,0.275430120326,0.259155459722,0.322124071363,0.278161702478,0.252876092561,0.274564716564,0.289472130389,0.32319324596,0.361889515227,0.261707972764,0.273299723145,0.291508736533,0.214732279805,0.156945580534,0.25471522522,0.293887779618,0.331524344951,0.256179020638,0.299058554211,0.166450246943,0.19341784539,0.197779609252,0.20790863752,0.123291678145,0.131550500648,0.240756431709,0.215648095901,0.322940252971,0.286283117895,0.127563891211,0.136627508519,0.21327081973,0.278972581094,0.253914176353,0.190475392048,0.243591639548,0.24465389931,0.23595919895,0.258105543505,0.311333602142,0.290299236276,0.29775542269,0.263436676105,0.319546630666,0.319877948977,0.320580350344,0.297503234699,0.199246332139,0.32710219326,0.245692915475,0.227249642862,0.343333516542,0.394429908828,0.297478511958,0.299050091062,0.32300357742,0.196950437165,0.0242127157174,0.044829614832,0.120941737028,0.0318587646279,0.0191333234838,0.0135274498336,
Fuel economy is a leading consideration in my purchase decision,-0.0605986530064,-0.11515768295,-0.056467043781,0.0238448835683,0.0271379502385,0.0136849982783,-0.00506993609925,0.0133528688255,-0.0578550641127,0.147734987406,0.22992858811,0.0516930365109,0.12597535534,0.123022947793,-0.0018657582486,-0.00689613446529,0.0588714440508,0.160568035618,0.283297604672,0.273558195106,0.199462078555,0.226915689703,0.179001837765,0.168401061807,0.196272668504,0.103991873985,0.108363902084,1.0,0.337505399075,0.132635123555,0.396841075996,0.18203562166,0.0922613089782,0.253726576843,0.0587097180546,0.00609481751046,0.159582411047,0.299560501501,0.0940137495384,0.0522107906115,0.0630957753023,-0.00896467287969,0.0812959733464,0.0679409986878,-0.0104901581793,-0.00532412412292,0.0579595408854,0.0344860337977,0.0175060085055,0.0614353375824,0.0602689963777,0.0086403095326,0.17362424184,0.150863454676,0.106195634062,0.0794090546848,0.0873997593215,0.0120494405795,0.0199842199052,0.0185301476933,0.0434184579763,0.0541709266855,0.0493657905433,0.0553878724346,0.102513934715,0.0444510952186,0.138568081806,0.128821393389,0.171860758855,0.194227482862,0.165424078641,0.200581921916,0.161286154978,0.198490946248,0.105501174096,0.10813965973,0.0913091607056,0.166762760692,0.0738158526299,0.15388037643,0.237025629145,0.171376350935,0.156902964144,0.172892396558,0.13125532881,0.134075228594,0.110778713679,0.195985010404,0.209588054823,0.177199463283,0.164645060014,0.188725748854,0.156411798222,0.265575783681,0.222158927129,0.184519364018,0.197745565758,0.117478442084,0.149606125876,0.501936126785,0.328981012246,0.351936094911,0.139227423086,0.149416844116,0.107001601614,0.140846937619,0.148806225605,0.12585147343,0.131015696801,0.180329279638,0.197012461552,0.144027731012,0.12050312157,0.132499749734,0.0976120077241,0.0955968136155,0.0735410510462,0.199431246067,0.188424156468,0.204337192521,0.106833811445,0.0741447109744,0.134892376762,0.092076772734,0.0654843040391,0.0915708771835,0.36644029891,0.0124528341615,0.0511190644701,-0.0140673639778,-0.010968410308,0.0170564222771,0.0148299431549,
"I want a basic, no-frills vehicle that does the job",-0.0867217165463,-0.129757819943,-0.122169473748,0.0730666319743,0.0826175852574,0.0351697077892,0.0156915203853,0.00740586707593,-0.142803071827,0.028863730625,0.355659879549,0.0116508740211,0.00123000621348,0.10957515564,-0.0259369402497,-0.0349412088088,-0.045808641755,-0.0494022966698,0.146775872009,0.748534768812,0.449287412251,0.385056742292,0.456159210339,0.37429092786,0.184504695503,0.077230681195,0.1049653958,0.337505399075,1.0,0.0102272909489,0.350652523866,0.272546480021,0.200518534502,0.0926233890433,-0.0285115628838,-0.0361823488047,0.0350722609191,0.30753016703,0.110461877561,0.0586562322724,0.0706868153771,-0.0655559254212,0.00288403286677,0.0217961961031,-0.136984466746,-0.0492087442038,0.0266390598583,-0.0234116583601,-0.116733148383,0.0668142523224,-0.101720156624,-0.124407897497,0.15880486086,-0.0446140224613,-0.0535020537239,-0.0615493943071,-0.0738618792589,-0.0707893843086,-0.0304750305138,-0.05553259405,-0.126829901518,-0.0589721068698,-0.125496579865,-0.116020258287,-0.0603423428778,-0.121187193248,0.00116873849986,-0.0191251219383,0.088795367164,0.0827927061809,0.0268276747032,0.105386446995,0.0737809862512,0.0918307707111,-0.10012309572,-0.0493156224965,0.0106048301905,0.105961152944,-0.0665147351069,-0.0152127980187,0.151871666475,0.0189980954477,-0.0357011057184,-0.0333164621178,-0.0368914404268,-0.050792911276,-0.0349257579261,0.0771109571698,0.1683748456,-0.0303164326299,-0.0253235616026,0.0264757816452,-0.0184456482182,0.0518431178959,0.0461147608548,0.0670445078162,0.0133405216925,-0.0496195255646,-0.0236849508889,0.105771903922,0.111203695765,0.157221882938,0.0220302851781,0.0289069420913,0.0591165284113,0.168483181524,0.0622070339881,0.0216899608033,0.0379317046724,0.212690999607,0.247897020875,0.193962968757,-0.0755288984824,-0.00230171664539,-0.0322949792922,0.185334896661,0.0126585395776,0.0666300444028,0.30994281094,0.0989555657487,0.194512846818,-0.0402885054479,0.189095576166,-0.0389402748187,-0.118481834829,0.0763382805583,0.0890883924879,0.0486367453349,0.0379488265825,-0.0469144839515,-0.00121711024528,0.0270936886901,0.0272185542617,
I see my vehicle as an extension of my personality,0.0648339557485,0.0316252654235,-0.21370733085,0.0315705884002,0.0167065300127,0.0219535680616,0.0153164581091,0.00822990850181,0.175902510145,0.346143648397,0.066302077545,0.393162591441,0.350900807657,0.369552106079,0.430196449723,0.408006267831,0.381799824909,0.333209455854,0.241635299118,0.0254574920115,0.230290460093,0.226906526016,0.241612887696,0.269784057573,0.117214012075,0.588737900107,0.597053369241,0.132635123555,0.0102272909489,1.0,0.175685256186,0.0570967595054,0.0608863907425,0.207991547561,0.555769919826,0.592504664972,0.435521477237,0.257282159026,0.592904179056,0.532164422722,0.614939339928,0.0472453211572,0.204942340581,0.140453505002,0.404272888505,0.377391010415,0.367114074221,0.384515525346,0.338494833797,0.255919425246,0.263982665692,0.393118188027,0.297651598779,0.253438998392,0.300004629512,0.289982040585,0.289991415586,0.337113779411,0.355503113552,0.329819515874,0.373747758576,0.373398592421,0.323235018256,0.323434450745,0.311692949488,0.348436266062,0.258996576136,0.252600775323,0.269789851414,0.288086079446,0.277276845927,0.265922383067,0.315508291157,0.280125167931,0.274759481297,0.27027427828,0.272364387392,0.308086237629,0.362849219516,0.263329646254,0.266129102252,0.302198399813,0.234343833807,0.180374253511,0.271570595192,0.30104364122,0.326788359133,0.264376440784,0.268638981816,0.184484043582,0.215289986382,0.20838371115,0.230561330361,0.152720458023,0.151262269639,0.253492432378,0.22561075481,0.348722442193,0.298790635066,0.159274480801,0.15609721552,0.236501858749,0.324757015917,0.297763931482,0.191527345255,0.22184234885,0.23317700945,0.232244435728,0.242877332297,0.277606198198,0.24959968708,0.279153740778,0.280265876158,0.33395214393,0.393562210247,0.289300662584,0.265259793093,0.187064259716,0.275419393565,0.224602615353,0.194971295592,0.342177483077,0.376023026826,0.304159592673,0.322824681358,0.297735918988,0.209661711278,0.0099417795658,0.0204570556962,0.131348943438,0.0325703880452,0.0172430405827,0.014571360561,
Price is most important to me when buying a new vehicle,-0.082772891823,-0.142173233779,-0.188660366983,0.0810433509144,0.0630030025663,0.0484471655196,0.037366460995,0.02911949082,-0.0572315202508,0.129151495756,0.188727480294,0.0986506030704,0.179723564261,0.207502386317,0.118424904993,0.126054859355,0.110168806572,0.174258930529,0.342464663065,0.325548704922,0.284694890552,0.253828636057,0.291152828123,0.264257097388,0.188855321207,0.158394150535,0.185619770405,0.396841075996,0.350652523866,0.175685256186,1.0,0.375117917748,0.210161351564,0.255299543144,0.187843080557,0.135810721049,0.219611977229,0.158923983769,0.212486133437,0.175204847699,0.126954468862,-0.0397272262467,0.0653293219327,0.0654391393639,0.062502241139,0.0933592407882,0.15198293094,0.116625530934,0.0300757956306,0.104705113883,0.0432594701078,0.0176852139206,0.214331232248,0.149060064433,0.0890613453609,0.0773861917935,0.0762741778722,0.0678709179786,0.113893271295,0.0843633916977,0.0884874427637,0.138962903317,0.0602443221399,0.0690734604142,0.102615265833,0.067785140989,0.147132564522,0.147326422927,0.219290189773,0.200511187514,0.188304384182,0.197071595833,0.203173898265,0.183388985247,0.0981744317437,0.121473494273,0.165899074683,0.19995643858,0.131982535915,0.146020219314,0.234008166517,0.157159480426,0.095347474198,0.0994044033501,0.0609960988779,0.117780318315,0.139204444867,0.17202857651,0.253523176073,0.110673352867,0.0950569572906,0.145229793203,0.10602318248,0.235415181382,0.28856044551,0.218428449532,0.197948416255,0.109271458408,0.154624790697,0.235380776269,0.318575764938,0.184285401194,0.157974230996,0.148054134678,0.130327955728,0.199921547857,0.179701411653,0.157903421987,0.145061551737,0.298079199621,0.275316171064,0.206571898842,0.125083896804,0.153649329008,0.140059931169,0.202097415773,0.139845988654,0.314786663501,0.284891161672,0.303487189545,0.227557155608,0.151444263785,0.236632558499,0.1095469774,0.107829349765,0.166907881522,0.235799789703,0.0150692098898,0.0474302190144,-0.00196279532613,0.0115083275739,0.0235274426526,0.0140111180561,
I will easily switch brands for price or features,-0.0221947417903,-0.108752365091,-0.17273688949,0.0839161391925,0.0823468656711,0.0476590503211,0.0299725695644,0.00760202872689,0.0217852187268,0.183580919941,0.167183441086,0.0229531620571,0.0598688048237,0.111657658039,0.0927077437189,0.0993237938606,0.0417725700932,0.0388408912362,0.130218491977,0.258663744902,0.230461555425,0.198928366841,0.29965768449,0.269490631115,0.152648214043,0.0564961768308,0.0812109103374,0.18203562166,0.272546480021,0.0570967595054,0.375117917748,1.0,0.640003155483,0.195477179065,0.122742576451,0.111252339968,0.15770751127,0.189523825858,0.121872899479,0.0976438570125,0.0208467836438,-0.0546857098262,-0.172072213978,-0.103669636521,-0.0348198375555,0.00260056580663,0.0284506783355,0.0234714267082,-0.0565702243284,0.030104220363,-0.0602047282793,-0.0523439782444,0.0763156237491,-0.00382316209016,-0.0381328755933,-0.0420905953393,-0.0453074226098,-0.00937042346714,0.0170506003275,0.00690561781674,0.0104224242544,0.0324917912437,-0.0238219013416,-0.0242373768485,0.0189428087562,-0.0116931252598,0.0151232029868,0.0195003313527,0.0770082186988,0.0616617421362,0.0499981989659,0.0631087506498,0.07632989341,0.04236858935,-0.0179357797887,-0.00308243659164,0.0512106330273,0.0540417119301,0.0205723106327,0.0315328425514,0.0624981355751,0.01029380287,-0.0619209620877,-0.0445408097228,-0.0590648405919,0.0072911412669,0.0424254635641,0.0469756618208,0.101387134792,-0.0353427485579,-0.0352479789587,-0.00984429541544,-0.0439598458707,0.0385633187063,0.0707074205675,0.0342716252412,0.0147758709745,0.030497744588,0.0167050677381,0.0552266456671,0.0792637411461,0.0373333093215,-0.0826785869363,-0.0994823272078,-0.163328838941,0.0323684513899,-0.0435591384853,-0.0474987083122,-0.0321623028061,0.126987734233,0.175326041784,0.160551680829,-0.00460127305084,0.016366043743,-0.0467346222791,0.140347164324,0.0904315414162,0.13366904803,0.17695478321,0.0985803556679,0.162437853367,0.0602566005533,0.143515409144,-0.0241059425409,0.0374286747039,0.0886722333834,0.0425255808015,0.0172817087636,0.0327005352828,0.0103542215894,0.0092031776564,0.0134602866004,0.0179274131314,
There are lots of different brands of vehicles that I would consider buying,0.0238801708027,-0.0916247573792,-0.179993769313,0.0948752181742,0.0974001839149,0.0429725949981,0.0390926853297,0.0195386756596,0.0601199137922,0.221912696724,0.139535361119,0.0806562956093,0.0801448495193,0.119256198957,0.104560260049,0.121493446767,0.0585511971496,0.0469215597225,0.089732233548,0.195127612807,0.203404063314,0.180882287372,0.264444937591,0.24612351844,0.147219083871,0.0615937572741,0.0918287273238,0.0922613089782,0.200518534502,0.0608863907425,0.210161351564,0.640003155483,1.0,0.204137804153,0.152432392801,0.136332228056,0.152659489625,0.186702441473,0.12751733832,0.105508498488,0.030464229756,-0.0449637981951,-0.157348123022,-0.096161402913,-0.00630297225285,0.029156711978,0.0419457886357,0.0458648057735,-0.0227160825996,0.043231581164,-0.052716682844,-0.0228389598939,0.051834847872,-0.00458175976442,-0.0335851476022,-0.0310242766442,-0.0372865922772,0.000621342150202,0.0238975945209,0.0128036046291,0.0181453156491,0.0324120834767,-0.0104551568546,-0.0154107346453,0.0181493206328,-0.00297523234479,0.00445040240876,0.0188411750784,0.0761724617195,0.0469923781112,0.0449596561864,0.0376777671151,0.0690067880468,0.0201495391037,-0.0114617677139,-0.0108168420026,0.0437097182806,0.0414214561658,0.0204687336313,0.0211035216151,0.0134980074112,-0.00420046661822,-0.0535140179428,-0.0511465464814,-0.0454405526551,0.00281895430293,0.0357666375082,0.0224060871775,0.0630858379355,-0.045941842203,-0.0401716502816,-0.0263534079139,-0.0460569036818,0.000846435931557,0.0288437751865,-0.005342354644,-0.0103818748618,0.0266255768807,-0.00158048007681,0.0107486600351,0.0235758782862,0.0117947273942,-0.0871959239182,-0.100818088331,-0.161764836702,-0.00206246169076,-0.0585439878178,-0.0550788991514,-0.0494315575349,0.0936259428607,0.156675221093,0.146439257675,-0.00338680605227,0.00736283346067,-0.0559631451634,0.112183798865,0.0850709614845,0.0839781847832,0.125710343291,0.0663776583547,0.150025246748,0.0553801247536,0.129587850068,-0.0246029490711,0.0409002280217,0.0850233302142,0.00841484414255,0.0210882579176,0.0190626254895,0.00736127745004,0.0137946850129,0.00733070777759,0.0140032271584,
I want a vehicle that provides the quietest interior,-0.048130775001,-0.0259226242035,0.0432953975861,0.00233699183164,0.0121408507665,-0.00464873989388,-0.00750790733917,0.00668514539283,0.0157238301006,0.218736394736,0.0968861452778,0.177446447378,0.235137934714,0.233123096116,0.233155814046,0.259004963331,0.289194574706,0.385887796967,0.504494172709,0.0692361292539,0.220113861419,0.217679727799,0.23126449517,0.216442381677,0.217571105209,0.226448081404,0.214797830765,0.253726576843,0.0926233890433,0.207991547561,0.255299543144,0.195477179065,0.204137804153,1.0,0.355916875248,0.27978324636,0.425595051398,0.238400609861,0.239876740396,0.199068941929,0.181593047748,-0.0161439827153,0.0828853489665,0.0617637345495,0.22082913458,0.234111439912,0.251011092422,0.261552561496,0.238570738024,0.298678319742,0.194760527133,0.182219707416,0.299728800016,0.3600986308,0.261034676902,0.259368485772,0.252948240628,0.250175743403,0.242050972518,0.25936905969,0.310024318165,0.298940544155,0.30131113029,0.314723797427,0.322917902638,0.306936758443,0.332123002831,0.334531360748,0.311965715781,0.305441123975,0.335291414772,0.292822816364,0.308446693022,0.30331848237,0.320875476436,0.336315950897,0.319185684626,0.305217323453,0.29788744897,0.506026210057,0.33515714023,0.365729316157,0.249938791175,0.257237793703,0.261204917473,0.33904749197,0.334375853346,0.29078795145,0.281901421662,0.275122104859,0.26494325412,0.275541658312,0.264251425179,0.239962069599,0.22485888261,0.258440302988,0.267292066528,0.30928605094,0.318806502497,0.25552774097,0.23071042594,0.266112281433,0.241332809694,0.247146685747,0.175452019741,0.222582814004,0.258938363755,0.227970425666,0.249005103377,0.254044725077,0.200431106608,0.221208299131,0.335058665148,0.32013620384,0.258719041633,0.202589809151,0.293325506305,0.255083890838,0.246961660465,0.227598839195,0.165501095739,0.304662011496,0.227918772257,0.248831416553,0.248017367663,0.294932845128,0.279540173198,0.00610141116084,-0.0191928622789,0.0453184745376,0.01238058478,0.0071881491592,0.0139713034404,
I want to look good when driving my vehicle,0.0256597548542,-0.0222470928545,-0.241032873755,0.0760133104269,0.0584459822718,0.0453109796732,0.030567050387,0.00941431189888,0.171818235071,0.355833273342,0.0135319323347,0.33189055815,0.348934639675,0.393604903988,0.476541764533,0.46902670078,0.403343173602,0.379444514734,0.347550794278,-0.0200898621594,0.242631035838,0.223732474128,0.255206482052,0.277777784412,0.146945460263,0.477854340487,0.45615276659,0.0587097180546,-0.0285115628838,0.555769919826,0.187843080557,0.122742576451,0.152432392801,0.355916875248,1.0,0.747410203054,0.546972064577,0.215695468269,0.598342078467,0.522423256243,0.54427186444,0.00892619301186,0.14391629898,0.121832900883,0.437222559655,0.426313124784,0.420205346287,0.429463581906,0.35908853193,0.276883603853,0.2311595309,0.36661116178,0.302102812656,0.292642082408,0.28107767597,0.274695909059,0.271663775652,0.333266297515,0.364390180899,0.342024692523,0.414844974155,0.408347324124,0.351451804267,0.356684082659,0.329030911634,0.37119470987,0.291272612559,0.293928903435,0.310435594762,0.300048543526,0.313957075063,0.261868779773,0.346426275688,0.270492150962,0.282818321993,0.292643119766,0.31801144198,0.313809359747,0.394215938591,0.318942336806,0.290740163988,0.319878567757,0.218141090105,0.177778807887,0.242332910365,0.319150123679,0.357116952147,0.249379359339,0.287259971985,0.187932883562,0.202677804673,0.21327327604,0.225594791197,0.153675727629,0.181635393617,0.267743685374,0.241349513891,0.359600491301,0.316260745924,0.140616505894,0.161690328201,0.184721795043,0.338763293369,0.308052635856,0.180674097868,0.237592564946,0.259817750271,0.252770868552,0.25224783894,0.324392274475,0.279953777296,0.287153079508,0.296021841012,0.347307461662,0.420060082055,0.28374259955,0.303689213578,0.249374678408,0.292113341703,0.271172817303,0.25340923833,0.383461125982,0.374739770771,0.308362411081,0.341254724531,0.339201795044,0.207982198408,0.0189840461916,0.0128761336556,0.157649630779,0.0280307596617,0.017435661958,0.0148311252876,
I want my vehicle to stand out in a crowd,0.083774902974,0.0352674502608,-0.176105698353,0.0503431985704,0.0353819764582,0.0350258445946,0.0142604887901,0.010990000271,0.21436048672,0.363167199315,0.00803806350507,0.370990901447,0.31357519488,0.405447283839,0.539404620379,0.513530494585,0.428163527552,0.332744794941,0.263346047405,-0.0144741086533,0.292195609023,0.231808741184,0.298627783435,0.306244326609,0.117423387948,0.52458957567,0.479752343738,0.00609481751046,-0.0361823488047,0.592504664972,0.135810721049,0.111252339968,0.136332228056,0.27978324636,0.747410203054,1.0,0.586938939145,0.269736658764,0.619752980826,0.545405150066,0.5865243313,0.0116959000488,0.148036393846,0.122146243605,0.453712969551,0.475953461206,0.451211682992,0.472921976042,0.37753635722,0.319942746331,0.223634909813,0.399487256527,0.308700039627,0.248560988673,0.280058672494,0.277160328882,0.268442785053,0.36852918051,0.404755576159,0.380794606544,0.414733593299,0.4170034047,0.353381869779,0.356485869373,0.34154548695,0.375452582144,0.280193310575,0.277718854521,0.282563577368,0.288288260623,0.28543151997,0.252356385042,0.334226992917,0.272043063305,0.269974332875,0.282189189628,0.323594059224,0.327357196309,0.394846619664,0.300821335768,0.275092179303,0.29816588195,0.200769100105,0.149510391338,0.251938271932,0.310589567684,0.363071650324,0.246109630467,0.277766829538,0.162355047975,0.178574230587,0.183737585898,0.197860755176,0.0987309798806,0.129337504649,0.260260165116,0.220434172199,0.375905647922,0.319961765385,0.0904339316521,0.102305182202,0.187738114637,0.329536335592,0.293281876488,0.188238553257,0.234574470627,0.250306825882,0.236719373667,0.25145552697,0.321372618161,0.2448998406,0.305831063151,0.283150692615,0.351092544887,0.41593118898,0.303396888298,0.332916336376,0.208626205708,0.295065015208,0.227952481382,0.227162040226,0.383400613545,0.400182724775,0.310356705246,0.336038867398,0.360012521514,0.173207578672,0.00717322483189,-0.0130476150304,0.163449097307,0.0301962073911,0.0177852595857,0.0125743579311,
I want the most versatility in my interior,0.00474029515757,0.0206859915687,-0.126392526827,0.040005986695,0.0354694100216,0.0225583503171,0.00946017638685,0.0230534378188,0.152869778379,0.367131620438,0.0957761105819,0.325416046488,0.318700935289,0.383474046837,0.441753422107,0.441128206675,0.421597971086,0.409195987742,0.383932407995,0.0236955355231,0.321282451816,0.325199747365,0.330773408883,0.347338249757,0.22395903092,0.454340682318,0.412712011054,0.159582411047,0.0350722609191,0.435521477237,0.219611977229,0.15770751127,0.152659489625,0.425595051398,0.546972064577,0.586938939145,1.0,0.315422002756,0.480036616957,0.411857109165,0.408080582043,-0.00820057121224,0.152639660923,0.113876996915,0.361399741701,0.383201701548,0.390503978547,0.404761312576,0.354316305366,0.33382674366,0.237829796306,0.325011985361,0.365087648139,0.32022682775,0.306324602755,0.311242430745,0.292952714138,0.343742729554,0.361322962943,0.3554713235,0.427343827408,0.41043111757,0.393726698105,0.394917372514,0.392363242796,0.409457765453,0.357100691449,0.360200601738,0.360146358526,0.406898239551,0.393019396703,0.37487998607,0.376976796555,0.383041927421,0.326921263577,0.35623258338,0.364916673371,0.434127685696,0.399337483188,0.387512531432,0.346654487968,0.363448526661,0.265421282997,0.235687960669,0.309675843646,0.388437172633,0.408417587688,0.361961762891,0.348515397295,0.253114471648,0.263839642053,0.268760317668,0.262849973894,0.195655524315,0.189947016702,0.298417957808,0.266265789363,0.408132786003,0.383425712411,0.194021601256,0.184102014241,0.26092966273,0.316905085824,0.315495072788,0.212354177658,0.261118448111,0.295880052144,0.274368550504,0.282626579375,0.325867634245,0.271643643455,0.318254373047,0.34205488424,0.468871353465,0.373901919103,0.323517959386,0.364346477244,0.250710378784,0.345942305126,0.264385936698,0.224355636074,0.419310260878,0.408990242934,0.314911695277,0.358415015493,0.391568289464,0.262938325169,0.0270565713987,-0.00217255871151,0.109448035692,0.0241738051946,0.0128848280536,0.0118582031011,
I would pay significantly more for environmentally friendly vehicle,0.00510828579671,-0.0213055698909,-0.110787276382,0.0268959721828,0.0526729617212,0.0170401478649,-0.0179480715907,0.000355507619307,0.123185391002,0.28125224732,0.249400317947,0.163650392104,0.137638826416,0.262415137846,0.20249480493,0.168136446028,0.154710718945,0.131823031327,0.213910372735,0.293346706799,0.339548888383,0.325605264906,0.421469776445,0.390724755447,0.193730986505,0.284441894742,0.269034777726,0.299560501501,0.30753016703,0.257282159026,0.158923983769,0.189523825858,0.186702441473,0.238400609861,0.215695468269,0.269736658764,0.315422002756,1.0,0.391001144334,0.269305771077,0.325900542929,-0.035866998958,0.0768452452494,0.0637511805526,0.0964747790365,0.158197555677,0.199102690982,0.186127901581,0.0995156747627,0.208364143185,0.0544458670019,0.120503200198,0.263751080776,0.0971040030947,0.106571488108,0.098797105352,0.0870113345538,0.118507820592,0.144689313042,0.130901001444,0.129926899839,0.16317401698,0.120412427845,0.127033386511,0.172928740721,0.132807108471,0.139522311986,0.112324951585,0.209242389284,0.211662398018,0.160896434013,0.207736835603,0.214139341921,0.219702973859,0.0879274069467,0.121375496527,0.174905688195,0.253228460358,0.167841775833,0.197847693406,0.281030628118,0.179673087299,0.0900064716106,0.113747623399,0.153724898051,0.171650385037,0.213487434055,0.191059715126,0.250675405325,0.127221814126,0.107220299285,0.134599664488,0.104009435994,0.084503954676,0.0555319374377,0.163254179362,0.11808257322,0.248080597533,0.184360297102,0.190102694152,0.0799185053497,0.473122139342,0.147085626502,0.149231589499,0.125390424895,0.208679066409,0.139231876195,0.114449196646,0.138183813002,0.258123877669,0.270073263178,0.29246887706,0.105358571078,0.187023043165,0.146595724518,0.270210056988,0.244224183301,0.10881737613,0.339919144547,0.128437012,0.237717904802,0.214256637782,0.314696925106,0.111292903029,0.162911000099,0.278067468509,0.182791448208,0.015179129357,0.033041378691,0.0405814274782,-0.00021380353793,0.0128502116961,0.0201768754962,
