,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
I make all large vehicle decisions with my family's best interest in mind,0.0350620005573,-0.0290847484697,-0.136013678309,0.209411904404,0.149286054548,0.145429198718,0.0798420788039,0.0766201635827,0.0399752903427,0.173435936475,0.143618343469,0.0953343166947,0.123779224084,0.124473541767,0.149323530283,0.139226848794,0.144171039852,0.20243627294,0.160042960481,0.111497615242,0.206980973568,0.256571074032,0.233290163322,0.264579534219,1.0,0.229859898024,0.144002459145,0.168323578912,0.130283423292,0.105782891962,0.151374950199,0.109967727049,0.0927060087751,0.169094745893,0.118112468942,0.0967659580205,0.211234953577,0.148339397974,0.106085296739,0.0623500646799,0.0781186090681,-0.0405370740712,0.0760185129677,0.0549670034387,0.0587214193866,0.0778499594809,0.0951906104175,0.0835806852846,0.102108455501,0.0825374455524,0.0989234082357,0.0589577233943,0.118890685394,0.131287929663,0.114958238792,0.117738233238,0.111605190202,0.09587780095,0.0884505297001,0.0933239480403,0.0951196258477,0.0800589557328,0.11110618927,0.114209582916,0.116725546285,0.101937572011,0.0989757172462,0.123418369934,0.253463877593,0.190512874406,0.229633038729,0.184132924813,0.100347124711,0.166392675569,0.113570940822,0.0931766313292,0.0961797728747,0.167679133831,0.0755864605504,0.117080254794,0.111389090588,0.142467403941,0.161136184057,0.167654441361,0.150548025651,0.126785216445,0.116890994452,0.182265326811,0.157693233425,0.171822575157,0.14167192413,0.146035031281,0.142709049127,0.164150598547,0.134440782871,0.114248694015,0.118930322335,0.114924585067,0.13425431178,0.128133170899,0.14189152769,0.110277170234,0.0895343626565,0.104659591464,0.0939188147075,0.090482043422,0.106710669527,0.115445986238,0.117538516985,0.129709194282,0.156937018792,0.163844948963,0.118414017101,0.142241214697,0.0924491759788,0.129755267116,0.0898748224308,0.131392768811,0.173568355933,0.131507687204,0.0882545358242,0.104853747997,0.165340832162,0.127738426266,0.0861916286474,0.109083020674,0.116171822981,0.14786557351,0.0243152974594,-0.015019664379,0.00451928215564,0.0171355459858,0.00109854423403,0.00109854423403
My vehicle gives me a feeling of adventure,-0.109711286354,0.00964073220184,-0.146463127654,0.0330467082108,0.0271150117051,0.0175683349242,0.0103520805753,0.00373050909209,0.156865692514,0.376610402279,0.116403713057,0.416252646182,0.356751293499,0.408253148204,0.428467593905,0.407594351958,0.37364812362,0.291279039813,0.223935500945,0.134596065463,0.341231530933,0.355576135135,0.324990072371,0.429603584109,0.229859898024,1.0,0.63508420204,0.143981773217,0.14357447873,0.524388820664,0.164951705756,0.0329257814851,0.0170470580144,0.189959202763,0.427210748868,0.470508916018,0.398011740384,0.278162904642,0.452066318867,0.427172485623,0.438649678575,0.0429215559753,0.223334008041,0.143100865348,0.299780014188,0.326283158641,0.339456473574,0.334807169607,0.271499760463,0.247464865589,0.21083095878,0.361472447098,0.303885364875,0.187342714277,0.249300790191,0.241559682674,0.237789863349,0.283336289875,0.300158626889,0.282043995374,0.262371173353,0.267423891762,0.247936721544,0.248308935428,0.267061532133,0.254068090498,0.20913459484,0.217092126038,0.229549833341,0.224727604438,0.23278482819,0.220681815312,0.258957370144,0.225576187097,0.20670493081,0.215593224329,0.245962386112,0.283801083589,0.320520226931,0.226613655039,0.260782975787,0.278910349281,0.230798119865,0.164688037246,0.263857303278,0.262418308769,0.289175465728,0.218850685584,0.287749026727,0.167494947681,0.180446700294,0.176130895788,0.197532505917,0.158859103298,0.151844410501,0.215961910136,0.214729668377,0.325963655721,0.280554318758,0.181072647359,0.165284485861,0.251066830637,0.306612279094,0.299528704653,0.191394547712,0.215789768996,0.228769004099,0.211636854516,0.213008447703,0.288773032529,0.259363018503,0.274759065663,0.218360681058,0.283712303271,0.332904858296,0.243885909548,0.244128643588,0.189086166714,0.326116289943,0.205373094396,0.18179162158,0.302122501527,0.365752533613,0.28483871064,0.252226260113,0.304070960352,0.217531206555,0.0204984932729,0.0169975642726,0.0912427514126,0.0179238574601,0.0109425291107,0.00315774675878,0.00315774675878
My vehicle is my sanctuary,-0.0826561972559,0.0106800078003,-0.170369515976,0.0459143378643,0.0282309798538,0.0269722788507,0.0255334450141,0.0101339353067,0.163501900773,0.309735548522,0.0656950435535,0.449587710774,0.373195080521,0.367923902963,0.393959846438,0.37670207722,0.327760958938,0.255648027449,0.20821072624,0.129491251417,0.268636698355,0.27570247898,0.283860534136,0.335454086278,0.144002459145,0.63508420204,1.0,0.135040332254,0.138351674538,0.56996325985,0.177898667193,0.0553706291257,0.0275424327211,0.203206942692,0.418334217491,0.459422895038,0.383039953727,0.25951891003,0.477736558205,0.469291816164,0.462141608995,0.0601854411833,0.18498957636,0.117887934496,0.267739269987,0.29936576007,0.310626336293,0.319658546569,0.242682938133,0.237877209317,0.181710378255,0.305190161597,0.257087705741,0.183060448928,0.21838680882,0.200602709982,0.199518471683,0.247611435755,0.277632204453,0.252999074086,0.260010981477,0.27317490927,0.242826216651,0.237976943785,0.264351594927,0.25414206016,0.203811140742,0.211877028283,0.211173873333,0.217644638748,0.220983393212,0.205758013882,0.271250196061,0.213392822768,0.200540795041,0.209758724524,0.238895966127,0.258591398888,0.319222820189,0.219373394717,0.223303364539,0.245044107137,0.189516991731,0.124531811724,0.224795894748,0.24929654224,0.283735020765,0.207679680225,0.253247822816,0.129644888626,0.151418942625,0.147526334092,0.160130385701,0.130726800254,0.130843366329,0.189448891629,0.192874417435,0.302516435982,0.253654369889,0.157510362634,0.137811349714,0.216651154739,0.272998708134,0.257404911347,0.183747469739,0.219392230236,0.20790191547,0.198743170511,0.202341785053,0.275907518163,0.239572339878,0.255308292627,0.212873790143,0.26218704767,0.290640054724,0.205940330623,0.224467703321,0.178134795643,0.260037722071,0.202842353341,0.189300674587,0.294404553789,0.327723387211,0.244303050931,0.262116663125,0.291245904455,0.200967422212,0.00227795319223,0.0127565224954,0.084159901755,0.0329064179209,0.0133363958115,0.00444174178796,0.00444174178796
Fuel economy is a leading consideration in my purchase decision,0.174411400759,-0.0738365183405,-0.0443074801962,-0.020517909423,-0.00746280699878,-0.010136629687,-0.0224835517388,0.00159734535083,-0.0801833495609,0.0946776272911,0.259220327861,0.0667875430566,0.136621871375,0.162554410536,0.0103666161507,0.0255248852416,0.105697997056,0.137923840942,0.275915591343,0.330107810439,0.24092464051,0.265623410838,0.200611119983,0.163463909915,0.168323578912,0.143981773217,0.135040332254,1.0,0.390527523206,0.157237215277,0.482796273064,0.251405269268,0.136693216097,0.206827614919,0.0546980846151,0.0256289581039,0.174600484737,0.372851563403,0.0692628417071,0.0583540685506,0.0240109114679,-0.0198096638692,0.0618335134875,0.0444819136121,-0.00971816626648,0.030954984945,0.0877379568626,0.0762819849025,-0.00369357213776,0.0984805744582,0.0518724301916,0.0212845385664,0.199674689482,0.0948210198651,0.132279764176,0.111179286216,0.0967220998721,0.0405235241523,0.0619214155022,0.0641573998259,0.00509014524311,0.0598317917049,0.0164282071261,0.0306894259115,0.117341848018,0.0183922266175,0.151855397406,0.129554718956,0.155352226532,0.188307167798,0.143183198269,0.187912396209,0.172569776091,0.18079608188,0.0867077010779,0.0961901307789,0.120888670094,0.180297864149,0.107632402862,0.108751477285,0.255124519351,0.17719268415,0.105675743001,0.116089464573,0.0868195351437,0.126038084431,0.11092242707,0.178125247284,0.29101054057,0.123182230752,0.129454851369,0.179206329842,0.144510781432,0.305844074508,0.26156624537,0.233878907643,0.188853629104,0.0941866631491,0.140595406208,0.545860328722,0.403797471083,0.402815289271,0.140490241111,0.144005198972,0.110165692213,0.19897692906,0.185611291331,0.134369432004,0.148081561471,0.291584138069,0.272701757134,0.245185003083,0.0972431410952,0.130247935921,0.113724398242,0.0552121188193,0.0355966154928,0.264434074667,0.195593310216,0.282112836471,0.150770040114,0.113205569602,0.212797351115,0.112450289534,0.0568388756909,0.113773522192,0.367107676721,0.0283124152229,0.0389090129476,-0.0143944373356,0.00117047524334,-0.0006368833699,0.00322409948622,0.00322409948622
"I want a basic, no-frills vehicle that does the job",0.103749390927,-0.06006202086,-0.10291048912,0.0457778514024,0.0522745415686,0.0338527009923,-0.00525395453254,0.0158075380063,-0.137088262408,0.0202630145004,0.371558938141,0.054479958317,0.0273852183549,0.140486338915,-0.000124400173534,0.0059289698195,0.00153584138138,-0.0456643146642,0.126071440505,0.749444883452,0.478990886432,0.393636870369,0.422312911295,0.30668578897,0.130283423292,0.14357447873,0.138351674538,0.390527523206,1.0,0.0596929636699,0.376206825336,0.264212845123,0.172707912604,0.045411095221,-0.00927536865446,-0.00422000760948,0.0494165266453,0.338110652051,0.0907030767182,0.0629115010959,0.0593718051374,-0.0530039613395,-0.00629866619232,0.000783738396956,-0.110114452629,0.0114767054766,0.0773038169535,0.0147236370413,-0.113630190314,0.0827520455872,-0.0931203455119,-0.0763798826909,0.168170918009,-0.0812905511615,-0.0145890707798,-0.0247109740302,-0.0465733176391,-0.0361134392277,0.0166047875609,-0.00395448492606,-0.145100192372,-0.0461350293883,-0.139529039215,-0.131232192433,-0.0317276986393,-0.134395081139,0.00885475292812,-0.019677328743,0.0758186994712,0.054147322635,0.0109139983927,0.0636335262967,0.0856796868882,0.0527822237522,-0.103192759522,-0.0625679669392,0.0478744835247,0.101862764449,-0.0259689890662,-0.05200783157,0.189623176796,0.0407555680962,-0.060579535321,-0.071718763261,-0.0454726660805,-0.0433406160785,-0.0444197915238,0.0362035921755,0.193709983623,-0.0624028350005,-0.0394494674093,0.0204601708928,-0.0081464483017,0.0902156594402,0.0730371199894,0.0981003285572,0.034812782659,-0.0553715896864,-0.0227553584867,0.166227983147,0.170601630707,0.203580014032,0.0209653085281,0.0217478600112,0.0888218010103,0.158019719969,0.0803019074658,0.0380681159874,0.0585138496174,0.276752518463,0.274154418251,0.213332315791,-0.0802228423585,-0.000593710659368,-0.0210841400901,0.0378543703804,-0.0819584740908,0.136800103876,0.248249700283,0.163246418766,0.190502178627,0.00938930295712,0.209683578158,0.0109730949911,-0.0993750436426,0.0519500471242,0.144636882507,0.049370574362,0.0196406203983,-0.0438578050169,0.00423065480837,-0.00977906680595,0.0104972707903,0.0104972707903
I see my vehicle as an extension of my personality,-0.0965185507819,0.00531846656038,-0.181235467622,0.0537182854522,0.0174323855345,0.0310820479672,0.0435189679745,-0.00296149281229,0.186606515703,0.326105618043,0.0210557511064,0.337913322434,0.326194918988,0.344333711057,0.403299624902,0.367800570482,0.32021076154,0.269256328049,0.206658364506,0.064185378989,0.205863801567,0.212991652259,0.208223249526,0.256728636546,0.105782891962,0.524388820664,0.56996325985,0.157237215277,0.0596929636699,1.0,0.20110436426,0.056476849594,0.0247844845481,0.203934812171,0.5512287398,0.579234085176,0.396681024523,0.236909605041,0.594642257425,0.513483001066,0.607488798417,0.0750539169624,0.165659176258,0.0990599239301,0.346777947308,0.323792194117,0.318069947574,0.33264180404,0.281453518665,0.212988831264,0.182110339127,0.314605363319,0.212029897069,0.185032815023,0.205294527227,0.184887742409,0.19670220404,0.231162301595,0.260163665722,0.232738751323,0.300427269931,0.306339361066,0.266884536303,0.261704024121,0.25431078949,0.284976122908,0.184111643787,0.193568888154,0.199804084006,0.196945734441,0.207907570751,0.179162841659,0.254930112089,0.188072764866,0.198891797874,0.199050815895,0.214935002335,0.231664733061,0.313533138645,0.216836657552,0.204563790835,0.23812263021,0.197922124158,0.13991704138,0.228401571407,0.250514526251,0.278814471884,0.179144657155,0.233904938326,0.140427589316,0.158270358796,0.151088456478,0.167043804147,0.138112084953,0.146043554434,0.199650178089,0.185777003111,0.303585360208,0.261297061945,0.172847136056,0.155062003857,0.207957215125,0.34170725894,0.32346733387,0.175794465533,0.197935176615,0.202191425197,0.184680230409,0.190823323486,0.254612954035,0.226487900093,0.251395589775,0.201656299462,0.250509844834,0.362741631753,0.164111120476,0.240108391989,0.175699600539,0.217541527802,0.197565669549,0.179082893102,0.281201524996,0.304568181375,0.230097633307,0.266153745782,0.270951162103,0.18684503449,-0.00179899954486,0.0100886196714,0.12998290192,0.0294953624169,0.0108676196644,0.00254571938145,0.00254571938145
Price is most important to me when buying a new vehicle,0.167606886524,-0.102582601024,-0.143995145911,0.0323349782891,0.0335887588942,0.022623916073,-0.000235876915697,0.0149950260551,-0.0654758784903,0.0826393314674,0.220229161661,0.0863125914536,0.14726751556,0.181451228122,0.0737030754927,0.100393052289,0.106511691398,0.119636537767,0.299536448531,0.34455381075,0.263642323123,0.231812155987,0.23319382805,0.18798629362,0.151374950199,0.164951705756,0.177898667193,0.482796273064,0.376206825336,0.20110436426,1.0,0.387070665264,0.21021756366,0.201612605359,0.150600596737,0.121165468005,0.207691225174,0.235771279758,0.139863187676,0.121471272393,0.095174339304,-0.00891941568185,0.043655181922,0.0364103431301,0.0508063756331,0.0938946949041,0.142158643705,0.106527615736,0.0115733025075,0.0962585593635,0.0395979617211,0.0356221502272,0.18197518812,0.0934300969309,0.105372372605,0.0766931179801,0.0731384024796,0.0700652874894,0.111977683936,0.0835810840447,0.0368964211843,0.0965084761541,0.0210168013408,0.0285311724276,0.104094810668,0.0341537424012,0.139669492785,0.124112654428,0.172475084736,0.174404000161,0.164474707081,0.17253513626,0.170962770239,0.1547492865,0.0648459146157,0.0831729485348,0.136619083021,0.175937279655,0.118914114834,0.0985433840379,0.253428444313,0.164941369163,0.0681884459396,0.0655456386773,0.0397357416274,0.109374623361,0.117498398046,0.148210402556,0.281596740891,0.0750694329185,0.0832857497995,0.140341580107,0.111219352576,0.303641133121,0.350350260593,0.257345737397,0.197973436303,0.0967310140435,0.141518824269,0.341248298367,0.420264664631,0.259204066948,0.146848396082,0.140008894128,0.117949647104,0.197259417092,0.187556748297,0.157760017001,0.141989347286,0.333804620582,0.30637611214,0.234696623102,0.0852670013527,0.131042532351,0.136964526174,0.0575368095601,0.0416366460012,0.374796845395,0.215188801344,0.362168421264,0.234151128271,0.144584568689,0.2384301078,0.113513786305,0.0722148918465,0.12614254216,0.274813244642,0.0250906543233,0.0326121619209,-0.0106661344987,0.00969448013251,-0.00083342998661,0.00388653762628,0.00388653762628
I will easily switch brands for price or features,0.118672559726,-0.104192693416,-0.153234475143,0.0785711182184,0.0715050998856,0.0476459482907,0.0206998915166,0.0139596817866,0.00189086991789,0.136740396442,0.166300269904,-0.00424336758046,0.0428163382416,0.0898009031299,0.0398873226581,0.066426933753,0.0231528397851,0.010866177287,0.124880332634,0.248812558172,0.186808197841,0.164163037586,0.212468466108,0.15477833901,0.109967727049,0.0329257814851,0.0553706291257,0.251405269268,0.264212845123,0.056476849594,0.387070665264,1.0,0.621412145681,0.144545011939,0.0975181925647,0.0821668061821,0.12197757399,0.190964304749,0.0667460122048,0.0554647666445,0.000859045793689,-0.0308862305483,-0.16841941658,-0.105041089364,-0.0336408813696,0.00399268821785,0.0266819191097,0.0146279902098,-0.0622188613599,0.013576584847,-0.0649867352424,-0.0570251284786,0.0320734320333,-0.0181630138427,-0.0418688598857,-0.0546485683471,-0.0511791877207,-0.0217680002981,0.00726424852124,-0.0144733765056,-0.00442291781732,0.000909669260726,-0.0371996395877,-0.0433710429126,0.0110411692919,-0.0204493734315,-0.000894192183428,0.00630632086126,0.0567883866128,0.0403527900538,0.0330584582024,0.0339031583548,0.0606958265527,0.0169048531318,-0.0194684450468,-0.0174529360993,0.0326302588235,0.034934248429,0.00138123304529,-0.00025632281942,0.0508760325239,-0.0090659707085,-0.0648311563134,-0.0482289074768,-0.0599113625238,0.00150850505469,0.0160509865054,0.0186229842982,0.0816935658166,-0.042023481536,-0.045865086975,-0.0121326442697,-0.0398191062882,0.0854999470169,0.12106384191,0.0635053295117,0.0200308412423,0.0120286647732,0.0130982268964,0.109828413418,0.141656715636,0.0616312849127,-0.0638638511741,-0.0842954721542,-0.170707121594,0.0342165719223,-0.0354865672628,-0.042020130669,-0.0432606313511,0.129959738584,0.178972603278,0.161091001203,-0.0135968899896,0.00549491234979,-0.0430477243779,0.0102724648945,0.00598689464514,0.141556640069,0.0992578107129,0.135004965803,0.155971995599,0.0401132224407,0.124681994301,-0.0270730201874,0.00724690810546,0.0191082924508,0.0590446934635,0.0572892121269,0.0134484833473,-0.012010745126,0.0110114798825,0.00769868097937,0.00528095258761,0.00528095258761
There are lots of different brands of vehicles that I would consider buying,0.0768812601909,-0.0846984739604,-0.134649099736,0.0891728509438,0.0697716283454,0.0531997810684,0.0372115568891,0.00846680210314,0.0466850759574,0.171353382364,0.13477516452,0.0167139794502,0.0221525770751,0.0740962774408,0.0495811452092,0.0628607090451,0.00897170691827,-0.00598826270129,0.0450078648448,0.174466616049,0.135683557835,0.128683411925,0.168554455658,0.13027264662,0.0927060087751,0.0170470580144,0.0275424327211,0.136693216097,0.172707912604,0.0247844845481,0.21021756366,0.621412145681,1.0,0.145396316786,0.116059659364,0.0906933723397,0.114045025228,0.158073360891,0.0621182480727,0.0415019729588,-0.00684132107939,-0.0375019453843,-0.162084047371,-0.0993386482523,-0.0225314958864,0.00826284796313,0.0102522479559,0.0143761368417,-0.0387049911541,0.0121907342037,-0.0604422540849,-0.0498163304917,0.000403724089237,-0.0262732444222,-0.0568197640469,-0.0656227334366,-0.0605069159589,-0.0270212367125,0.00514488642758,-0.00770161151858,0.0101778283842,-0.00520187670685,-0.0104869473954,-0.0211987259624,-0.00991947600566,-0.0076290817246,-0.024902839088,-0.00528635659807,0.0338213522583,0.00989479102451,0.0190669738394,0.00112412709795,0.0268450799179,-0.0144822472716,-0.0181485580836,-0.0253960787034,0.0150169056869,0.0125145746195,-0.00800785113036,-0.0129880096817,-0.00289999787927,-0.0285465307681,-0.0668881664642,-0.0489556282004,-0.0521522069754,-0.0161832510508,0.00236899127183,-0.0110945439957,0.0209454254154,-0.0475697697758,-0.0516522843453,-0.0437734574557,-0.0487877831476,0.0282211357731,0.0527929614048,0.0117521446159,-0.0221138557487,0.00405982077935,-0.00471346145549,0.0307348830465,0.0478783095261,0.00928841404936,-0.0814850361361,-0.106891512706,-0.186738060467,-0.0134009835887,-0.0795445756469,-0.0714134939069,-0.0675490829652,0.0559263714745,0.12111523891,0.123828602852,-0.0178397899622,-0.00622730277703,-0.0653814281152,0.0126409498976,0.00354076854028,0.0731880259651,0.0622003413223,0.0593656562436,0.112073623959,0.0303406297488,0.0761303592397,-0.0314686707143,0.00687915245661,0.0168885609396,0.000472514063645,0.0550780146604,0.0213833739315,-0.0108690675636,0.0160750099472,0.0114036794491,0.00489684782298,0.00489684782298
I want a vehicle that provides the quietest interior,0.0398686412187,-0.0211471882381,0.0916813393552,-0.0373817689955,-0.035392431435,-0.0251379010096,-0.0147102885368,-0.00857318938328,0.0391392662238,0.214712882675,0.0503385604097,0.158142575024,0.203225885269,0.183219496121,0.215759813767,0.249550679509,0.294865578543,0.358748769192,0.461837057679,0.0300149759638,0.109135245207,0.132244958824,0.125910972866,0.0981870837917,0.169094745893,0.189959202763,0.203206942692,0.206827614919,0.045411095221,0.203934812171,0.201612605359,0.144545011939,0.145396316786,1.0,0.336477334995,0.281773517492,0.430181056949,0.196842425208,0.196201298666,0.181768847812,0.157477449485,0.0012056096941,0.0736306645431,0.0820005302442,0.20595469015,0.209186029558,0.215601999525,0.249262995609,0.235830111052,0.299843756912,0.204641044232,0.186952523146,0.227906880447,0.326372401442,0.266742249416,0.261532134865,0.255746142593,0.231656684886,0.224768170543,0.258531298396,0.300163329345,0.29219325019,0.307090501997,0.318839275344,0.309314628312,0.309820346909,0.316626342971,0.315697055479,0.251544016131,0.270881295317,0.300908128609,0.255477012847,0.276093615733,0.276760843447,0.328258169568,0.333967001027,0.302926027704,0.288984343501,0.2865028102,0.510251724169,0.291847617106,0.359286944524,0.25372725405,0.232932164664,0.263098673417,0.328162624595,0.323686845566,0.261003436904,0.26096423878,0.247305446348,0.273279835963,0.277455658826,0.258494587718,0.23239313745,0.209692444538,0.239381773259,0.258404577138,0.299206141416,0.30213539007,0.254914797692,0.214459092592,0.258533962494,0.238958432774,0.240443919244,0.140556663441,0.212343732011,0.243534418204,0.224923688279,0.235488059307,0.212719868223,0.161463744752,0.184227538316,0.334365294596,0.313221081121,0.251995401146,0.0896293863735,0.24711377837,0.203194762097,0.180124056528,0.164282290439,0.114358247317,0.251295608574,0.208393630937,0.239045417988,0.226716669735,0.271060064668,0.249956293216,-0.00850621846024,-0.0242848934834,0.039532529548,0.00457233760914,0.00181013575324,-0.000246156874098,-0.000246156874098
I want to look good when driving my vehicle,-0.0715626484996,-0.00452604644932,-0.192824314312,0.0693485134482,0.0487999959024,0.0430631118013,0.030356711067,-0.00311637193596,0.199434097946,0.324105667833,-0.0496200972353,0.267430397671,0.308379655048,0.316280413082,0.419773461342,0.387560293891,0.321028281558,0.294495540038,0.272036087759,0.00295200891683,0.16250643447,0.158077400274,0.167321702068,0.210598719693,0.118112468942,0.427210748868,0.418334217491,0.0546980846151,-0.00927536865446,0.5512287398,0.150600596737,0.0975181925647,0.116059659364,0.336477334995,1.0,0.762065746382,0.485256821495,0.204468245043,0.582701429117,0.494349487199,0.558422756893,0.0416218039117,0.116853389828,0.0807977394045,0.370544164295,0.36114987677,0.342457896528,0.355316934636,0.300173626147,0.217950524105,0.172101447962,0.305240703004,0.190252036511,0.20642900238,0.19520628626,0.171509732593,0.187217001096,0.232703168181,0.26787415384,0.244399614528,0.349300169171,0.342928021278,0.299408153508,0.296388201556,0.257234260583,0.32303789046,0.201235985068,0.216224453693,0.216408914335,0.205161032486,0.229121543239,0.180802560755,0.251410026372,0.187518710811,0.214052178284,0.211114863719,0.243774102062,0.235248416849,0.330387181807,0.268452993387,0.218207163817,0.253406061831,0.18660076569,0.133532740949,0.214238546154,0.259714515018,0.302922553531,0.1776653293,0.21527464054,0.138523320585,0.152398181915,0.14629043337,0.154449940537,0.13061339352,0.135792929839,0.198586278913,0.182394048369,0.323508027116,0.276127599765,0.13690473365,0.131689519555,0.168616568012,0.339929245755,0.302473455029,0.144288702119,0.194924492915,0.196835799812,0.177455292036,0.17220747046,0.242186351484,0.211989624901,0.224502749664,0.22573526011,0.267241458458,0.3941863285,0.142097829253,0.250809134392,0.176891534724,0.203527255424,0.179883221271,0.192451750715,0.306147985708,0.297737472672,0.219959369334,0.28096982481,0.279095551636,0.167952616378,0.00972188086577,0.0161464360718,0.13652993868,0.030202781611,0.0189723730653,0.00166206042171,0.00166206042171
I want my vehicle to stand out in a crowd,-0.121141351262,0.0137469123569,-0.133440511757,0.0555082351563,0.0315898441713,0.034129363819,0.0298389991927,0.00392362588735,0.235404031354,0.344030362256,-0.0533456909298,0.327163496075,0.293598528372,0.349384045711,0.505748793861,0.456595812565,0.36709906206,0.277012811788,0.221170580253,0.00135045079734,0.207783132281,0.178075421501,0.215535126293,0.261859946069,0.0967659580205,0.470508916018,0.459422895038,0.0256289581039,-0.00422000760948,0.579234085176,0.121165468005,0.0821668061821,0.0906933723397,0.281773517492,0.762065746382,1.0,0.536572574589,0.234310694239,0.627121793127,0.521303764249,0.593061799933,0.0433341390065,0.116079211771,0.0867184288108,0.395769403253,0.421662815986,0.387235322673,0.402963729138,0.329682532831,0.26348388628,0.166456819351,0.330666160093,0.209270818261,0.182518173297,0.19622914506,0.182283466141,0.189300225874,0.264836599063,0.299493754153,0.277730606254,0.359479066,0.358032204215,0.314798909743,0.312921379359,0.286283200948,0.339536398235,0.208219013496,0.219489910465,0.212318771405,0.195887578357,0.227017735281,0.175059814712,0.253912109292,0.183788845744,0.218867687694,0.219742508931,0.260759041766,0.255342378256,0.35137033676,0.274439889657,0.226452934532,0.265137229196,0.173780171936,0.111553242712,0.230088907041,0.274079653902,0.331018589947,0.167323460404,0.222168167312,0.120871615381,0.133567732601,0.12254787223,0.144040001327,0.105799054786,0.114716490298,0.209285391494,0.19564697831,0.353168693181,0.294862575604,0.114432025061,0.0941201183622,0.172495209692,0.359707206941,0.317306862273,0.158347681133,0.197931873531,0.203964875803,0.176934772706,0.182542905413,0.261523663324,0.191587967519,0.24180226454,0.2306758101,0.283625290468,0.408393802774,0.172208870925,0.297266813932,0.169247915553,0.233470897067,0.167543614077,0.187125889924,0.32170412059,0.326456409569,0.242566297938,0.291952813658,0.324155828042,0.161824407214,-0.00324987376206,0.00220070062858,0.145325423017,0.029161729931,0.0167621156079,0.00304661927504,0.00304661927504
