,ID,Model Year of Purchase,Age Bracket,Total # Children In Household,Children Under 6,Children 6 To 12,Children 13 To 17,People 18 or Older,Buyer Innovation Tendency - Statements that Best Describe You,I'm Curious and Open to Experiences,Luxury is Not Important Unless it Has Purpose,Driving is one of my favorite things to do,"When I drive for fun, I mainly prefer to relax and listen to music or talk",I want vehicles that provide that open-air driving experience,I prefer a vehicle that has the capability to outperform others,I prefer vehicles that provide superior acceleration,I prefer vehicles that provide superior handling and cornering agility,I prefer a balance of comfort and performance,"I prefer vehicles that provide the softest, most comfortable ride quality",I just want the basics on my vehicle - no extras,"I prefer vehicles that project a tough, workman-like image",Vehicles are a 'tool' or a part of the 'gear' in an active outdoors lifestyle,I want to be able to tow heavy loads,I want to be able to traverse any terrain,I make all large vehicle decisions with my family's best interest in mind,My vehicle gives me a feeling of adventure,My vehicle is my sanctuary,Fuel economy is a leading consideration in my purchase decision,"I want a basic, no-frills vehicle that does the job",I see my vehicle as an extension of my personality,Price is most important to me when buying a new vehicle,I will easily switch brands for price or features,There are lots of different brands of vehicles that I would consider buying,I want a vehicle that provides the quietest interior,I want to look good when driving my vehicle,I want my vehicle to stand out in a crowd,I want the most versatility in my interior,I would pay significantly more for environmentally friendly vehicle,My vehicle is a reflection of my achievement,I chose my vehicle to reward myself for my hard work,The brand of vehicle I buy makes a statement about who I am,Your Involvement in Purchase Decision (%),How Likely to Recommend Own Vehicle Brand,How Likely to Recommend Purchase Dealership,Overall Exterior Styling,Appearance of Wheels & Rims,Appearance of Tires,Headlight Design,Overall Exterior Workmanship,Sound of Doors/Trunk/Hatch Shutting,Overall Driving Performance,Fun To Drive,Ground Clearance,Riding Comfort,Maneuverability,Road Holding Ability,Handling,Overall Power and Pickup,Acceleration From Stop,Passing Capability,Overall Interior Styling,Interior Colors,Overall Interior Workmanship,Quality of Interior Materials,Instrument Panel,Overall Interior Design,Ease of Front Seat Entry,Front Seat Roominess,Passenger Seating Capacity,Interior Storage,Interior Roominess,Cargo Capacity,Cupholders,Ease of Loading/Unloading Cargo,Comfort of Front Seat,Driver Seat Adjustability,Driver Armrests,Seating Versatility/Stowaway,Overall Performance of Sound System,Overall Quietness,CVT,Smoothness of Transmission,Overall Impression of Durability/Reliability,Overall Safety of the Vehicle,Overall Thoughtful Engineering,Placement/Ease of Reading and Using Controls,Electronic Displays of Information,Usefulness of Trunk/Cargo Area,"Flat Tire Preparedness (spare, run-flat, etc.)",Safety Features,Front Visibility,Rear Visibility,Braking,Overall Value for the Money,Price/Deal Offered,Future Trade-In or Resale Value,Warranty Coverage,Technical Innovations,Level of Standard Equipment,Fuel Economy/Mileage,Affordable to Buy,Overall Environmental Friendliness,Overall Brand Image,Reputation/Prestige of Manufacturer,Past Experience With Brand,Dealer Location,Dealer Reputation,Overall Experience with Selling Dealership,Overall Experience with Service Department,Advertising/Promotion,Advice of Friends/Relatives,Magazine/Newspaper/TV Reviews,Overall Seat Comfort,Overall Interior Versatility,Overall Image of the Vehicle,4WD/AWD Availability,Navigation System,Discount/Rebate/Incentive,Towing Capability,"Interest Rate, Credit Terms",Leasing Terms,Audiovisual System,Ease Of Customizing,Engine Performance,"Connectivity (WiFi, Bluetooth, etc.)","Interactive Information System (OnStar, mbrace, iDrive, etc.)",Driving Distance on Full Tank/Charge,Family needs changed,Previous vehicle was damaged or had to be replaced,Wanted a vehicle with a new image,Impulse - I just wanted a new vehicle,New model caught my attention,Previous vehicle too old/needed repairs,Changed/Moved to a new location
I want to look good when driving my vehicle,0.0226495471833,-0.00284512047784,-0.207899264712,0.0734428399802,0.0537817874759,0.0451695626731,0.0305210235776,0.0021766161101,0.189310444652,0.337493365143,-0.0288923291774,0.29518885087,0.325518543727,0.350982753225,0.446739536414,0.425046742785,0.358574294769,0.334628554841,0.30648960739,-0.013931354437,0.197192604362,0.185120297173,0.206920844492,0.242752503096,0.135693427842,0.450490127219,0.434575705097,0.0421901628313,-0.0252683817504,0.552392094206,0.15662647349,0.106071702754,0.130653996043,0.347314589935,1.0,0.75626048334,0.51429036114,0.205976383218,0.590629728526,0.507893088749,0.553254903262,0.0270619108364,0.126939355344,0.0995452089227,0.403144766122,0.392001166812,0.378349413993,0.390178975378,0.330021598337,0.246430346501,0.202391614776,0.335305898882,0.244028572862,0.250496176363,0.236930550047,0.221996541049,0.229116805018,0.281842346946,0.313078074713,0.290930086272,0.381462591401,0.37497486217,0.326148130723,0.326964118176,0.292313812093,0.347643869744,0.24578066096,0.255377302901,0.262239910369,0.252786796025,0.27146156155,0.222865325329,0.294899651501,0.230453396973,0.249512221345,0.252135347778,0.279917503275,0.274378840573,0.360707460485,0.294617365953,0.250156198644,0.283875702801,0.203133797116,0.157575766435,0.229014380316,0.289026038441,0.329928072238,0.215384525639,0.245439539343,0.164861298949,0.178205536443,0.178668407237,0.188476007249,0.136802765132,0.152597216799,0.230052040936,0.209724210807,0.341621472026,0.296206409386,0.128557008942,0.135847633591,0.171744996988,0.340871421246,0.306646394697,0.158603350656,0.213500500939,0.224584700756,0.211522171345,0.208292963105,0.275160177701,0.239046285295,0.250641969294,0.261619719114,0.307018155819,0.4075701865,0.208811876346,0.278058590214,0.202821988423,0.245882283782,0.212540149366,0.216398114726,0.341624358414,0.333101181442,0.261616834433,0.310612918431,0.308967654901,0.180480788557,0.0159266325494,0.0104865544793,0.145460418305,0.0289058477573,0.0184441616377,0.00869240261512,0.00148575637822
I want my vehicle to stand out in a crowd,0.0285557839371,0.0350012689925,-0.144925381389,0.0550907644702,0.0345634707706,0.0360531957946,0.0233394148215,0.00658181361361,0.228350115623,0.351617457403,-0.0346803824892,0.345712100326,0.301568523302,0.375085339933,0.522954901143,0.483544423758,0.395504827933,0.305092533283,0.241909752994,-0.0146538850305,0.244534038201,0.199748241659,0.254007036858,0.285841272862,0.112553638359,0.495551200777,0.467736719759,0.00187910292605,-0.0282762331106,0.583628149013,0.116305435504,0.0917793062202,0.109059096985,0.284384034919,0.75626048334,1.0,0.561327311327,0.245439312195,0.625260316984,0.533484065563,0.591321608135,0.0288649682721,0.127864626275,0.103337396795,0.426020836529,0.448406874252,0.417678920957,0.436769858772,0.355858338132,0.291734573411,0.197183117754,0.365139488206,0.259506787847,0.219722759929,0.238224336815,0.230294145612,0.230185509911,0.316745909339,0.349438488208,0.327750929933,0.389091522972,0.388935856425,0.337227893643,0.337728255974,0.31506833319,0.360361704792,0.246279624153,0.251422033825,0.249431414649,0.245094559073,0.259343513642,0.2181213435,0.291866902441,0.232020968002,0.247859271455,0.253748574195,0.292993891687,0.293249164447,0.373340283502,0.291264774936,0.248442195538,0.281317810937,0.189151545596,0.134247469687,0.242750778226,0.294018735557,0.349184209822,0.210964012352,0.245219688547,0.145057973977,0.158123029732,0.153245602081,0.171023665093,0.0985187409584,0.117847408913,0.233265182892,0.208096342325,0.366040216891,0.308976300813,0.0931979090867,0.0883077888826,0.174232693726,0.347965593242,0.308631985693,0.169595668477,0.213984437878,0.224704155043,0.204617097825,0.214177261129,0.284214667766,0.211918232564,0.268346097015,0.260055244471,0.319290947728,0.414238342327,0.23776282045,0.318512556066,0.180704256324,0.265922309061,0.186553594639,0.201641490299,0.351046831243,0.361152193446,0.275490666816,0.315331171513,0.344575234147,0.161051910502,0.00431148161973,-0.0103642083023,0.153065049268,0.029209407985,0.0172588375827,0.0078370577508,0.00258314392068
I want the most versatility in my interior,0.0674843119653,0.0258938733938,-0.0856735083641,0.0474473889816,0.0390445456667,0.0278798915038,0.0147706873161,0.0119881770772,0.158699858213,0.354791184908,0.074483523319,0.299323763802,0.302485853894,0.352615987611,0.41064093006,0.406017993028,0.391527897524,0.379211557805,0.353843289966,0.0104567641897,0.266459199561,0.284394003436,0.284761416459,0.310568750953,0.225094394947,0.42478360701,0.395151953558,0.139595759433,0.0278034235894,0.411856627569,0.196387214927,0.13325663529,0.128973612049,0.432015576544,0.51429036114,0.561327311327,1.0,0.30408629955,0.444164343581,0.381015764425,0.380724746147,0.0131403062354,0.134727278917,0.107868948529,0.334966362935,0.355175243756,0.354482335834,0.380500642255,0.339017579391,0.31468446874,0.219321844967,0.307202192904,0.326817152982,0.300413043423,0.290357496474,0.287989104783,0.278183240174,0.310378666489,0.324048545048,0.325024815586,0.403039494152,0.389933449092,0.382863928039,0.381766795418,0.384574625457,0.400043496342,0.338604161422,0.345369101878,0.344960263872,0.375947037226,0.378297316741,0.352918935085,0.352470106122,0.361465671551,0.321866712245,0.344052522722,0.349065658921,0.419230349736,0.383474091692,0.373775195852,0.32043041828,0.348817494443,0.266403510605,0.228716065997,0.305925371065,0.381460515008,0.400632958513,0.346329979151,0.317329426012,0.243705471127,0.25676188704,0.263410222442,0.258042174607,0.208565189596,0.199453066211,0.280174636889,0.270144941858,0.401464605703,0.373546532815,0.20699055625,0.188718863037,0.261836490688,0.312274552763,0.30598444824,0.195351627226,0.25034490225,0.277023191665,0.259429821362,0.265993072207,0.2968411397,0.235342537854,0.279588186062,0.336433771844,0.452419487713,0.352284059209,0.260649171153,0.342624797387,0.234435210977,0.314246237806,0.224550354445,0.186491502496,0.379236507994,0.381084399383,0.295921081244,0.34188823072,0.370694221274,0.256916696796,0.0260459449863,0.000379150422803,0.0896447480456,0.0215203189021,0.00782198949122,0.00689670878967,0.00184307783413
I would pay significantly more for environmentally friendly vehicle,-0.0558771362228,-0.012313942558,-0.0920291770691,0.0251092890784,0.0351291624746,0.0190526252523,-0.00973015632424,-0.0134298084266,0.104671599148,0.259175960292,0.251978888517,0.155561112432,0.136244546201,0.260057943185,0.186058068075,0.167016918887,0.161578557794,0.119792302887,0.210255431278,0.306709401601,0.318788054668,0.317849247197,0.367502492478,0.321107000528,0.160360070113,0.278328895552,0.262972681166,0.345710293438,0.329363370668,0.245402539798,0.209913222668,0.192193176568,0.170792978485,0.20948946164,0.205976383218,0.245439312195,0.30408629955,1.0,0.354066474099,0.25126440145,0.282414166933,-0.0238419887783,0.0760807733377,0.0598168637583,0.0777863714986,0.147271832197,0.191871595186,0.179638546121,0.0815416830175,0.194613070341,0.0462652848999,0.106386257013,0.229581626339,0.0786416836747,0.106662346942,0.0972987363092,0.0815765104014,0.105915436352,0.135656784055,0.127008898629,0.102364892858,0.142959615016,0.0950341967121,0.0964932991569,0.166304336137,0.105664700244,0.128919740922,0.10482261506,0.187569654445,0.171980828968,0.13742955153,0.16577289274,0.204270624486,0.172271915335,0.0727579803063,0.10761253028,0.170370883438,0.226279563183,0.174577251348,0.161257166054,0.282198717288,0.178500074618,0.079943415217,0.0949892106961,0.137681047937,0.161064786531,0.199227438536,0.151244289681,0.259640327393,0.10933692781,0.0936475538415,0.130959979064,0.103398872992,0.105899423104,0.0754474037219,0.162819781673,0.119913521734,0.228121628321,0.174085390815,0.23619313765,0.128850027709,0.477510557296,0.152949488388,0.152391178956,0.134129775642,0.214697307433,0.155357917899,0.115503908599,0.143873844445,0.282817720325,0.277409284307,0.291725271911,0.089419054233,0.170340602277,0.137399485601,0.166193727612,0.200822081222,0.12828822113,0.300068991864,0.154667560815,0.223329610934,0.204421046198,0.311842956706,0.116100754724,0.159281821278,0.257479336615,0.20950017588,0.0171750775992,0.028933071992,0.0232155743832,0.000272458499449,0.00217492870063,0.0154541634465,0.00645356138775
My vehicle is a reflection of my achievement,0.0168477491464,0.00851396758084,-0.225768739751,0.07874265398,0.0658325137757,0.0488579938455,0.0289731185143,0.00899899707589,0.185228342061,0.339574846859,0.0024468213452,0.325634171728,0.297273645684,0.36427507413,0.442671800662,0.406272693668,0.324349405089,0.258858171216,0.259201904758,0.0918063199528,0.291150124981,0.249538461433,0.316056613535,0.327324181408,0.139321268477,0.488572313003,0.501081802621,0.0606929676118,0.0877664682756,0.592642825405,0.158297488125,0.0874055956595,0.0888320241261,0.219133515575,0.590629728526,0.625260316984,0.444164343581,0.354066474099,1.0,0.669013304561,0.69464018894,0.0191807647646,0.141820349578,0.103141856327,0.328595263151,0.372029986455,0.37397497179,0.372001282642,0.273035315635,0.26017702994,0.161115690057,0.287579339254,0.268651214192,0.191033088022,0.191557023715,0.184406893689,0.179232848229,0.260090251281,0.307712224556,0.277374769704,0.313265666759,0.333032743414,0.266109996192,0.268568112156,0.266394896307,0.285016058895,0.214265551368,0.216569326879,0.252686187273,0.242868102536,0.242587589432,0.219013640781,0.283264246613,0.220478214724,0.196602390653,0.215367054284,0.268648058816,0.285714861617,0.334668604768,0.25883300809,0.269914050803,0.26400413409,0.148103739937,0.110780006397,0.199739946326,0.254622019043,0.318447398261,0.204971257476,0.270985111597,0.12326709509,0.126997192235,0.140038066107,0.143440842921,0.0823557957458,0.0954260230943,0.22631418782,0.189975363777,0.333551164763,0.263426486295,0.105856759127,0.0784555795095,0.209733077883,0.326002682275,0.295426663002,0.177877192469,0.234827117686,0.212566305506,0.188492709903,0.205771761138,0.32420538891,0.28287504803,0.297421424624,0.21298026728,0.284440563289,0.359640174154,0.261073192886,0.314535517133,0.179052407685,0.318371692568,0.202812011625,0.248541426419,0.337727261563,0.387299100089,0.236954270234,0.279871530335,0.345505728095,0.171763713168,0.0188524268221,0.0190584263957,0.147978958496,0.0292422765852,0.0187553467713,0.0107280356565,0.00414944176109
I chose my vehicle to reward myself for my hard work,0.0154335371138,0.0141880880124,-0.204713996822,0.0456630009919,0.0405188609654,0.0320648147675,0.00738309956231,-0.000957307122532,0.18706228224,0.332032491676,0.0476985002541,0.320563737773,0.301276441454,0.33881428151,0.39674877493,0.370842511034,0.306461850199,0.245662235402,0.224963832875,0.062380658859,0.24496282473,0.207084179977,0.263837554489,0.28392907597,0.0853845169664,0.4625687272,0.492185973018,0.0403413329624,0.051185393952,0.520629996243,0.133666909794,0.0711315931584,0.0679525735959,0.19287003263,0.507893088749,0.533484065563,0.381015764425,0.25126440145,0.669013304561,1.0,0.675685590175,0.0438383011671,0.157284800055,0.103609408786,0.327190662559,0.337999358134,0.336699679028,0.348099114535,0.268334380006,0.235768707696,0.166134443688,0.307871266516,0.242763229489,0.185931026542,0.195960064567,0.189066942408,0.191844782916,0.257492872592,0.2957251111,0.265639883434,0.308595670502,0.3122673423,0.263921237639,0.263009068572,0.254381214848,0.280195455435,0.209814212383,0.213130699436,0.211604297967,0.216767190992,0.214602569319,0.192305611555,0.252376540405,0.2005078105,0.200838409236,0.215113106862,0.252304633641,0.261666692429,0.326853746513,0.242080959939,0.24154571025,0.246661638322,0.15195074575,0.10875218185,0.203099288799,0.245705073204,0.296672020654,0.182923807267,0.238551044206,0.118970761129,0.129047918975,0.130359993637,0.144965036687,0.0762430004297,0.0909209427839,0.204868681242,0.177815646665,0.318299050635,0.258814591524,0.0912883191074,0.0720175476298,0.167498038225,0.285759605592,0.261223365521,0.16555460449,0.208520194379,0.193213822948,0.177197017023,0.186306778243,0.283329221448,0.242131289231,0.256728257216,0.214358646887,0.267854682144,0.32569134755,0.23518876368,0.274072540528,0.159176195612,0.277963762756,0.188414673118,0.217086656852,0.318894732491,0.344759566989,0.233068895984,0.277027424343,0.314032224971,0.161586511021,-0.000925406396494,0.0121904377984,0.146936031492,0.038046760381,0.0212082912391,0.00860596977839,0.00305260759572
The brand of vehicle I buy makes a statement about who I am,0.00194289760895,0.0335383631021,-0.154348133746,0.0507475596727,0.0392825605168,0.0302516016548,0.0203684241157,-0.00683337454772,0.190188045059,0.316286886795,0.0293348192115,0.309608656481,0.266631474858,0.327430739892,0.406873190512,0.371035102886,0.305665372205,0.230131190433,0.178053268868,0.0708284616406,0.246532791592,0.215572209295,0.266920706943,0.283292250641,0.105230269981,0.466152717037,0.476092885455,0.0256764003797,0.0554444156181,0.609861669631,0.0997448774781,0.00737970478699,0.00830206761502,0.171184101687,0.553254903262,0.591321608135,0.380724746147,0.282414166933,0.69464018894,0.675685590175,1.0,0.0345574018773,0.16069343567,0.10566779179,0.333285999747,0.349952126354,0.341761647181,0.34941035993,0.27895431859,0.256173045677,0.155190619712,0.293416888073,0.238191572349,0.162655232996,0.18596817211,0.175962272948,0.175977314072,0.243831299363,0.279747057422,0.253727672374,0.30361482996,0.310843742854,0.267913781727,0.261304436284,0.251909466772,0.279856032726,0.188329691393,0.182502637159,0.203117899034,0.203573112752,0.194473701713,0.187888211377,0.261312294836,0.195792437699,0.178437744969,0.191332907641,0.228876435276,0.251575353068,0.304090291296,0.223057472355,0.214289154756,0.22223538656,0.164173788686,0.106311430068,0.217418410245,0.235108536611,0.284985373594,0.181700412238,0.22511343176,0.115283791903,0.120770870761,0.12186213482,0.131155219685,0.065592360077,0.0792587356228,0.195465018542,0.156066545793,0.307260175401,0.247534239407,0.0801604609152,0.0609963589698,0.177075914612,0.346537017582,0.31277147666,0.206473714992,0.22796880493,0.204524736864,0.184478352609,0.195425121663,0.282829753296,0.239606179665,0.277825245397,0.186523581535,0.256736577811,0.365310595751,0.237046020339,0.271664893488,0.136555701394,0.266346634243,0.159915769726,0.210656178219,0.295181664829,0.339127303876,0.217593401684,0.262268086085,0.302034128395,0.131208774341,0.0067279032929,0.00415913911398,0.141659863219,0.0303531649883,0.0186726819292,0.00962193082341,0.0035780213143
Your Involvement in Purchase Decision (%),-0.0172621527463,0.0201651697957,-0.00371292148895,-0.0334279512117,-0.0360307845947,-0.024378319769,-0.0068364031726,-0.037505261273,0.0494870080186,0.0466543300356,-0.0238522557874,0.0407642039373,0.0462697697991,0.0120352316436,0.0240271658775,0.0154354874907,0.0245646542146,0.030008404442,-0.014046085366,-0.0516904766442,-0.0529329434067,-0.0315215122345,-0.0604230935779,-0.0332422078126,-0.0438133759564,0.0315494175232,0.0499566995989,-0.0116191291348,-0.0550747834535,0.0634559760042,-0.0187466799383,-0.0400707182415,-0.0403756031448,-0.00732742031474,0.0270619108364,0.0288649682721,0.0131403062354,-0.0238419887783,0.0191807647646,0.0438383011671,0.0345574018773,1.0,0.0697758220153,0.0400752966992,0.0618916162488,0.0260752854292,0.0137158155014,0.0293958047015,0.0530155620379,-0.00396789311843,0.0559516944647,0.0549723351589,0.0100107261567,0.0343252344427,0.0439141636439,0.0370988034007,0.0427756055922,0.0379844333098,0.0262178272509,0.0250294239217,0.0412621698241,0.0290371195964,0.0550317053316,0.0447145086264,0.0403362088788,0.053623016975,0.0243163069394,0.0249865179462,-0.00783372475817,0.0230144781969,0.0173801543061,0.0144285305153,0.0128007839781,0.0171386730338,0.0530992434215,0.0332306168582,0.0186245287846,0.011550077305,0.046157838415,0.0239287160354,-0.0158647432787,0.0231159317957,0.0641496699246,0.0429801255531,0.0545558092068,0.0448652958244,0.036997791835,0.0252117848152,-0.0077802179902,0.0355976491361,0.0461449240389,0.0340509551902,0.0333369760482,0.0425014044734,0.0341030758801,0.00631596532719,0.0171699749547,0.0403573697044,0.0442891391667,0.0239915202128,0.0338180870714,-0.0012392611993,0.0337607361979,0.0365781825543,0.0139092530148,0.00600183220632,0.0181588244365,0.0208733685182,0.0185949149729,-0.0211998716409,-0.00224167425592,-0.00177532860622,0.0472980340823,0.0350454165012,0.0423454249082,-0.00702665734188,-0.00483159581066,-0.00554505791934,-0.0309673320632,-0.00475221039292,-0.0163420933348,0.0235676207543,-0.00662204221513,0.0312812737551,0.0563474906499,0.00453684634174,0.0202045974017,-0.0379288579918,0.00107229551582,0.0278381679036,0.0102183854516,0.00230175786157,0.0055946062658,0.00279714770558
How Likely to Recommend Own Vehicle Brand,-0.0283569295855,0.0262816191585,-0.00981350032142,-0.0274927328216,-0.0273010188969,-0.0228525925089,-0.0164169690452,0.0174713363304,0.0845160720346,0.117976262706,0.0332934870241,0.158427891534,0.167786935121,0.133413329331,0.126442056624,0.119424418337,0.1542371612,0.193559260817,0.139135169742,0.0036953138245,0.0444664117904,0.0567569238572,0.0401303729457,0.0472202568679,0.0822903076678,0.231871558126,0.196405493341,0.0709989942928,0.00047289643706,0.181562668625,0.0539656961744,-0.168955612447,-0.159832180698,0.0757221421525,0.126939355344,0.127864626275,0.134727278917,0.0760807733377,0.141820349578,0.157284800055,0.16069343567,0.0697758220153,1.0,0.512036343802,0.259179606978,0.192715162066,0.196088345898,0.203976193544,0.259232184088,0.169859872016,0.25770078876,0.270351187146,0.174995095588,0.248068830888,0.258281468101,0.244001722672,0.258023640367,0.212110849352,0.196366365031,0.198740433575,0.233639932736,0.20956103741,0.24837866898,0.243642731844,0.222123563645,0.244016219971,0.212165672618,0.211940707492,0.19199767775,0.203984040189,0.22418852997,0.19631044647,0.179537656692,0.210047687668,0.236343568685,0.212471521047,0.163594168232,0.185996787384,0.213423466281,0.199991293442,0.181100764561,0.2157615698,0.281707499933,0.226264364156,0.262633211725,0.230322345009,0.220637406421,0.204182074258,0.164549297848,0.2307843261,0.226544400101,0.226057787286,0.226604747539,0.197199896676,0.185174868997,0.162788395859,0.200680379804,0.231047304882,0.229021974572,0.16454748782,0.176161436575,0.180715858132,0.257418237619,0.267481128102,0.224210496966,0.178861710139,0.239091426769,0.258629246897,0.21698351768,0.16011908204,0.117660282492,0.126297579797,0.239533045877,0.239195670292,0.259143166866,0.0998066772143,0.141492362116,0.13411466004,0.107910139492,0.148928519388,0.0788974371144,0.185355894877,0.132094965759,0.231320336132,0.190280445567,0.179300778369,0.177321249858,-0.00351311337372,0.0085188059005,0.0427144579857,0.0079155381146,-0.00398913117148,-0.00166135944203,-0.00771763908853
How Likely to Recommend Purchase Dealership,0.0086796100788,0.0169546508311,0.0427232647223,-0.0156353970595,-0.0276351919819,-0.0133614518024,0.000144655883979,0.0149961802061,0.0371774686061,0.0815050211421,0.0171990166563,0.130275476841,0.125272289411,0.106494180123,0.109297543197,0.107978105326,0.137827725146,0.156332979373,0.120201251935,0.00625440128418,0.0478510592709,0.0529976511836,0.0433612094145,0.0451624146035,0.0671179724828,0.167467191907,0.137621761785,0.0463456963647,0.00634724446484,0.116756289028,0.0446240774771,-0.105180758866,-0.0982452502748,0.0745021376432,0.0995452089227,0.103337396795,0.107868948529,0.0598168637583,0.103141856327,0.103609408786,0.10566779179,0.0400752966992,0.512036343802,1.0,0.225060078144,0.180834162215,0.182143273198,0.176841333254,0.222657445804,0.16694858029,0.221147717327,0.228925706873,0.177471955643,0.22266647268,0.237466530111,0.22386429497,0.230989768411,0.194693223229,0.181735930686,0.190151888136,0.197033607755,0.180505985827,0.208186998014,0.209581636384,0.196043395687,0.201071661926,0.198023745607,0.200293729019,0.178968144412,0.188720074205,0.20003604898,0.17651275677,0.167939777567,0.191481347429,0.214433759875,0.204221253352,0.161933568563,0.174685019905,0.184349284297,0.178373972957,0.165541471552,0.187750673571,0.220483671583,0.19137736364,0.211154403409,0.2015764928,0.192395754571,0.183784545326,0.159307990902,0.192480261033,0.196771144711,0.197607765247,0.195563272551,0.156688612696,0.180384946191,0.156241293457,0.203235148086,0.192181208169,0.200317104975,0.137580784731,0.152403766835,0.150670641678,0.209738854377,0.218224356667,0.150106426278,0.22604651505,0.328764251238,0.372821351029,0.281855461899,0.165670308439,0.107482578505,0.103444722387,0.215818486616,0.210800253308,0.209074555236,0.115101661722,0.134375975002,0.137748888438,0.110309490995,0.143441106649,0.105030674266,0.159597933393,0.12161068765,0.209363251793,0.154919139089,0.169979612526,0.162023619527,-0.00714438429054,0.0043490954924,0.0310615951982,0.00865891626982,-0.00189810372671,0.00310473187014,-0.00204686713955
Overall Exterior Styling,0.101511147063,0.0912273258354,-0.0608387654542,0.00123533375888,-0.0118875808957,-0.00112565333843,0.0102652660393,0.00640779070699,0.163305047857,0.212512776791,-0.0633560161032,0.255260235513,0.24871094714,0.250029336294,0.345561736983,0.332938289236,0.315901119139,0.327482895373,0.220918694846,-0.122063062283,0.0760034143476,0.0565376451196,0.0722982928105,0.116178977206,0.0788385190645,0.345019748924,0.29812850284,-0.0456004487274,-0.143520613647,0.368075640636,0.0335115925134,-0.0395578386227,-0.016964662099,0.221302270184,0.403144766122,0.426020836529,0.334966362935,0.0777863714986,0.328595263151,0.327190662559,0.333285999747,0.0618916162488,0.259179606978,0.225060078144,1.0,0.621772226044,0.560146084923,0.614335727677,0.717707134516,0.398465325557,0.483858496641,0.564421217101,0.364571060667,0.464635925683,0.465725684776,0.446485447803,0.463177895346,0.474419564529,0.452045040159,0.450974827429,0.655078725293,0.583614363566,0.599947969092,0.584688872382,0.480386172623,0.620165162551,0.432489751884,0.446149139059,0.374171937084,0.405319467182,0.436398351427,0.35628032783,0.375937016958,0.380931254339,0.475063530116,0.442292651323,0.386833658547,0.391517402153,0.490824640868,0.442187232273,0.29439493042,0.411811771312,0.401856765615,0.327773078134,0.422968618334,0.448301382975,0.455487032117,0.363108452166,0.251713845783,0.332891259597,0.359800078859,0.328414776762,0.34582605932,0.237130257327,0.244955538029,0.286098476328,0.311768956781,0.450227918901,0.440645593255,0.182562105273,0.188449286393,0.230293255952,0.435254967655,0.406854323805,0.225029267362,0.267711173121,0.325258444786,0.337866844231,0.322775461349,0.258148002419,0.179569928708,0.240315461904,0.476463286307,0.489697488294,0.531169863772,0.246083513637,0.329213197117,0.221567244223,0.21036106255,0.207227864392,0.158771222363,0.42698487824,0.291947009211,0.449353144474,0.420401512372,0.364142247985,0.246242696636,-0.00605394872253,-0.0183482382221,0.128009157334,0.0178597568734,0.0133974887922,0.00479143608204,-0.00102999379667
Appearance of Wheels & Rims,0.0424879793491,0.0551196929937,-0.053788653822,0.0301278958739,0.0072761531008,0.0194637726296,0.0268058249849,0.0173978401922,0.147669449094,0.197590100383,-0.0275809702721,0.319575901045,0.245500536534,0.304273267843,0.408265826805,0.391480044636,0.343461865221,0.271069689322,0.207712951654,-0.0295833914384,0.215878538217,0.166729193609,0.216786440786,0.222975804478,0.0973493896887,0.359098888288,0.323385781006,-0.00303528777408,-0.0278128166101,0.345990670041,0.0811167445825,0.000226383169033,0.0161091436543,0.225109215309,0.392001166812,0.448406874252,0.355175243756,0.147271832197,0.372029986455,0.337999358134,0.349952126354,0.0260752854292,0.192715162066,0.180834162215,0.621772226044,1.0,0.867320873507,0.729144689014,0.565607835555,0.538585541964,0.319434359962,0.456957117003,0.426428423053,0.33416079404,0.374497236593,0.375804127126,0.359048799964,0.433327093714,0.463521877212,0.460585527657,0.518315599026,0.540342560408,0.481429562141,0.477015068889,0.459572640364,0.492966229519,0.386146191145,0.386074698243,0.361391104535,0.367211067119,0.379479419283,0.332300974494,0.417314355003,0.356563779005,0.36142938883,0.382364884572,0.431187969607,0.425867584069,0.512374770227,0.419425565142,0.363236534961,0.412128528745,0.283874965459,0.219708080609,0.361245740412,0.410143240936,0.458413339752,0.330848485887,0.328311951935,0.238062934353,0.258964953705,0.257025320106,0.274856277765,0.178768319079,0.196431703007,0.310985650906,0.304054815693,0.448821181362,0.40165854031,0.173596626552,0.160599846591,0.263039728071,0.398835197063,0.367373201824,0.272114679354,0.318651309981,0.340615629829,0.314124182844,0.325937912085,0.357688440129,0.244134343946,0.314069035693,0.377865584218,0.442456558223,0.450969570025,0.275392161537,0.369535208161,0.259176219023,0.325506163756,0.241147801133,0.234088041744,0.459731397974,0.392155113552,0.412153822292,0.398475057857,0.448498605752,0.240310917063,0.00145234616514,-0.020178559309,0.110343232543,0.0197685777729,0.0187079195685,0.00851911843522,0.00292024665359
