Respondent,First New,Type of Sale,Marital Status,Education,Race,Ownership,Age Group,Trim Level,Previous Model,Miles / Day,Drive-City,Drive-Highway,Drive-Rural,Income Group
1016595173,0,0,Single/Not Married,Post graduate study/degree,White,Long,4,2,1,High,0,1,0,"$200,001-$250,000"
1016598636,0,0,Married,High school graduate or less,White,Medium,6,1,0,Medium,0,1,0,"$50,001-$75,000"
1016598717,0,0,Married,Post graduate study/degree,White,Long,3,1,1,Low,1,0,0,"$100,001-$150,000"
1016600746,0,0,Married,College graduate,White,Long,5,2,1,Medium,1,0,0,"$300,000+"
1016602234,1,0,Married,Post graduate study/degree,White,Medium,3,2,1,High,0,1,0,"$100,001-$150,000"
1016603435,0,0,Married,Some college,White,Long,5,1,0,High,0,0,1,"$50,001-$75,000"
1016606701,0,0,Married,Other,White,Medium,6,2,1,Medium,1,0,0,"$75,001-$100,000"
1016606990,0,0,Married,College graduate,White,Long,4,2,0,Medium,0,0,1,"$100,001-$150,000"
1016611365,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,6,2,1,Medium,1,0,1,"$75,001-$100,000"
1016613082,0,0,Married,Post graduate study/degree,White,Short,6,2,0,Medium,0,0,1,"$75,001-$100,000"
1016618432,0,0,Married,College graduate,White,Short,3,1,0,High,0,1,0,"$100,001-$150,000"
1016619900,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,5,1,0,Low,1,0,0,"$50,001-$75,000"
1016621255,0,0,Married,College graduate,White,Long,5,1,1,High,0,1,0,"$75,001-$100,000"
1016624351,0,0,Divorced/Widowed/Separated,College graduate,Hispanic,Long,2,2,0,Low,1,0,0,"$75,001-$100,000"
1016644980,0,0,Married,High school graduate or less,White,Medium,5,2,1,Low,1,0,0,"$100,001-$150,000"
1016645626,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Short,5,2,1,Medium,1,0,0,"$50,001-$75,000"
1016646070,0,0,Married,High school graduate or less,Hispanic,Long,6,1,1,Medium,1,1,1,"$50,001-$75,000"
1016646398,0,0,Single/Not Married,Some college,White,Short,6,2,1,Medium,1,0,0,"$30,000-$50,000"
1016648005,0,0,Married,Post graduate study/degree,White,Long,6,2,1,Low,1,0,0,"$100,001-$150,000"
1016648692,0,0,Married,College graduate,White,Medium,4,2,0,High,1,1,0,"$50,001-$75,000"
1016648706,0,0,Married,College graduate,White,Short,4,2,1,Very High,1,1,0,"$150,001-$200,000"
1016652410,0,0,Married,Some college,White,Long,2,1,1,Low,0,0,1,"$75,001-$100,000"
1016652908,0,0,Single/Not Married,Some college,White,Long,3,0,1,Medium,1,0,0,"$30,000-$50,000"
1016653653,0,0,Married,Post graduate study/degree,White,Long,3,2,1,High,1,1,0,"$150,001-$200,000"
1016654757,0,0,Living With Sig Oth/Dom Prtnr,High school graduate or less,White,Medium,3,2,1,High,0,1,0,"$50,001-$75,000"
1016657977,0,0,Married,College graduate,White,Long,5,2,0,Low,1,1,0,"$50,001-$75,000"
1016660960,0,0,Living With Sig Oth/Dom Prtnr,Some college,White,Short,6,1,0,Medium,0,0,1,"$50,001-$75,000"
1016666941,0,0,Married,Post graduate study/degree,White,Long,3,2,1,Medium,1,1,0,"$100,001-$150,000"
1016667395,0,0,Married,Some college,Other,Long,2,2,1,Medium,1,0,0,"$100,001-$150,000"
1016670566,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Short,6,2,0,Low,1,0,0,"Under $30,000"
1016672666,1,0,Married,Some college,Asian,Long,2,1,1,Medium,1,0,0,"$75,001-$100,000"
1016674723,0,0,Single/Not Married,Post graduate study/degree,African-American/Black,Medium,3,2,0,Medium,1,0,0,"$100,001-$150,000"
1016675819,0,0,Single/Not Married,College graduate,White,Long,2,1,1,Low,1,1,0,"$30,000-$50,000"
1016675940,0,0,Married,Some college,White,Medium,4,2,1,Medium,0,1,0,"$75,001-$100,000"
1016676157,0,0,Married,College graduate,White,Long,5,2,1,High,1,1,1,"$150,001-$200,000"
1016677633,0,0,Married,College graduate,White,Long,5,2,1,Low,1,0,0,"$100,001-$150,000"
1016683714,0,0,Married,Some college,White,Long,6,1,1,Medium,1,0,1,"$50,001-$75,000"
1016686217,0,0,Married,Some college,White,Long,5,1,0,Low,0,1,0,"$100,001-$150,000"
1016687361,0,0,Married,Some college,White,Medium,6,1,1,Low,1,0,0,"$75,001-$100,000"
1016689704,0,0,Married,Some college,Asian,Short,2,1,0,Low,0,1,0,"$50,001-$75,000"
1016694392,0,0,Married,Post graduate study/degree,Hispanic,Medium,2,1,1,Medium,1,0,0,"$75,001-$100,000"
1016697561,1,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Medium,1,2,1,Medium,1,0,0,"$30,000-$50,000"
1016697987,0,0,Married,High school graduate or less,White,Medium,6,1,1,Low,1,0,0,"$75,001-$100,000"
1016698983,0,0,Single/Not Married,College graduate,Hispanic,Long,2,1,1,High,0,1,0,"$100,001-$150,000"
1016701267,0,0,Married,College graduate,White,Long,6,2,0,Low,1,0,0,"$150,001-$200,000"
1016703561,0,0,Single/Not Married,College graduate,White,Long,4,1,1,Medium,0,1,0,"$30,000-$50,000"
1016705041,0,0,Married,College graduate,White,Long,4,2,1,High,1,1,0,"$100,001-$150,000"
1016705750,0,0,Married,High school graduate or less,White,Long,6,2,1,Low,1,0,0,"Under $30,000"
1016720393,0,1,Married,Post graduate study/degree,White,Medium,5,2,0,Low,1,0,0,"$100,001-$150,000"
1016726650,0,0,Married,Post graduate study/degree,White,Long,4,1,1,Medium,1,0,0,"$200,001-$250,000"
1016727215,1,0,Married,College graduate,White,Long,2,2,1,Medium,1,1,0,"$100,001-$150,000"
1016730267,0,0,Married,College graduate,White,Long,5,2,1,Medium,0,1,0,"$250,001-$299,999"
1016734289,0,0,Divorced/Widowed/Separated,Some college,African-American/Black,Short,4,1,1,High,0,1,0,"$50,001-$75,000"
1016735625,0,1,Single/Not Married,College graduate,White,Medium,2,2,1,Low,0,1,0,"$50,001-$75,000"
1016739884,0,0,Single/Not Married,Post graduate study/degree,White,Long,1,2,1,Medium,0,1,0,"$50,001-$75,000"
1016740220,0,0,Married,Post graduate study/degree,White,Medium,6,1,0,High,0,1,1,"$100,001-$150,000"
1016742141,0,0,Married,College graduate,White,Long,5,1,1,Low,0,1,1,"$100,001-$150,000"
1016744306,0,0,Divorced/Widowed/Separated,Post graduate study/degree,Other,Long,6,0,1,Low,1,0,0,"$50,001-$75,000"
1016746856,1,0,Married,College graduate,White,Long,4,1,0,High,0,1,0,"$200,001-$250,000"
1016751132,0,0,Single/Not Married,Post graduate study/degree,White,Long,3,2,1,Low,1,1,0,"$150,001-$200,000"
1016751191,0,0,Married,High school graduate or less,White,Medium,4,1,0,Medium,1,0,0,"$75,001-$100,000"
1016752074,0,0,Single/Not Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,1,"$50,001-$75,000"
1016755421,0,0,Divorced/Widowed/Separated,Post graduate study/degree,Other,Long,5,2,1,Low,1,0,0,"$100,001-$150,000"
1016756070,0,0,Married,College graduate,White,Short,5,1,0,Low,1,1,0,"$100,001-$150,000"
1016760824,0,0,Single/Not Married,College graduate,African-American/Black,Medium,3,0,1,Medium,0,1,0,"$50,001-$75,000"
1016761499,0,0,Married,College graduate,White,Short,5,2,0,Low,1,0,0,"$100,001-$150,000"
1016761847,1,0,Married,College graduate,White,Long,2,0,1,Medium,0,1,0,"$50,001-$75,000"
1016762487,0,0,Single/Not Married,College graduate,African-American/Black,Short,2,1,1,Low,0,1,0,"$30,000-$50,000"
1016764137,0,0,Married,Post graduate study/degree,Other,Long,2,2,1,Medium,0,1,0,"$150,001-$200,000"
1016767187,0,0,Married,College graduate,White,Long,4,1,1,Medium,0,1,0,"$100,001-$150,000"
1016768566,0,0,Married,High school graduate or less,White,Short,6,2,1,Low,0,0,1,"$30,000-$50,000"
1016773780,0,0,Single/Not Married,Post graduate study/degree,White,Medium,1,1,1,Medium,0,1,0,"$100,001-$150,000"
1016787617,0,0,Married,High school graduate or less,White,Medium,6,1,0,Medium,1,0,0,"$50,001-$75,000"
1016789130,0,0,Married,College graduate,White,Long,6,2,0,Medium,1,0,0,"$150,001-$200,000"
1016797094,1,0,Married,College graduate,White,Long,2,2,1,High,1,1,0,"$100,001-$150,000"
1016797450,1,2,Married,College graduate,African-American/Black,Long,2,2,0,Low,0,0,0,"$100,001-$150,000"
1016804040,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,5,1,1,Low,1,1,0,"$100,001-$150,000"
1016804252,0,0,Married,College graduate,White,Long,4,2,1,Low,1,0,0,"$150,001-$200,000"
1016804368,1,0,Married,Post graduate study/degree,White,Long,2,1,1,Medium,0,1,0,"$100,001-$150,000"
1016805097,0,0,Married,College graduate,Other,Long,2,2,1,Medium,0,1,0,"$100,001-$150,000"
1016806484,0,0,Divorced/Widowed/Separated,College graduate,White,Long,5,2,1,High,1,1,0,"$75,001-$100,000"
1016809130,0,0,Married,High school graduate or less,White,Medium,5,2,1,Low,0,0,1,"$75,001-$100,000"
1016813120,0,0,Married,Post graduate study/degree,White,Long,6,2,1,High,0,1,0,"$75,001-$100,000"
1016813863,1,0,Married,College graduate,White,Long,4,1,1,Medium,1,0,0,"$150,001-$200,000"
1016814290,0,0,Divorced/Widowed/Separated,Some college,White,Medium,3,2,1,Very High,0,1,0,"$100,001-$150,000"
1016814487,0,0,Married,High school graduate or less,White,Short,6,2,0,Medium,1,0,0,"$50,001-$75,000"
1016816501,0,0,Divorced/Widowed/Separated,College graduate,White,Long,4,1,1,Low,1,0,0,"$100,001-$150,000"
1016818920,0,0,Living With Sig Oth/Dom Prtnr,Some college,White,Short,5,1,0,Low,0,1,0,"Under $30,000"
1016819780,0,0,Married,Post graduate study/degree,White,Long,4,1,0,Medium,1,0,0,"$150,001-$200,000"
1016820320,1,0,Single/Not Married,Post graduate study/degree,White,Long,2,1,1,Low,1,1,0,"$30,000-$50,000"
1016822005,0,0,Single/Not Married,Post graduate study/degree,Hispanic,Short,2,1,0,Medium,0,1,1,"$50,001-$75,000"
1016827970,0,0,Married,Post graduate study/degree,Native American,Short,2,2,1,Medium,1,0,0,"$75,001-$100,000"
1016828011,0,0,Married,College graduate,White,Long,5,2,1,Medium,0,1,0,"$100,001-$150,000"
1016829123,0,0,Married,Post graduate study/degree,White,Long,4,1,0,Low,0,1,0,"$150,001-$200,000"
1016832361,0,0,Married,Post graduate study/degree,White,Medium,4,2,0,Medium,0,1,0,"$150,001-$200,000"
1016833775,0,0,Divorced/Widowed/Separated,Some college,White,Medium,5,2,0,Medium,0,1,0,"$30,000-$50,000"
1016835034,0,0,Married,High school graduate or less,White,Long,6,0,1,Medium,1,1,1,"$50,001-$75,000"
1016835689,0,0,Divorced/Widowed/Separated,College graduate,White,Long,6,1,1,Medium,1,1,0,"Under $30,000"
1016836871,0,0,Married,Some college,White,Short,4,2,0,Low,1,1,0,"$200,001-$250,000"
1016840488,0,0,Married,College graduate,White,Short,5,2,0,Medium,1,0,0,"$75,001-$100,000"
1016844726,0,0,Single/Not Married,College graduate,White,Long,1,1,1,High,1,1,0,"$30,000-$50,000"
1016848608,0,0,Married,Post graduate study/degree,African-American/Black,Medium,5,1,1,Medium,1,1,0,"$150,001-$200,000"
1016874722,0,0,Married,Post graduate study/degree,White,Long,3,2,1,Medium,0,1,0,"$100,001-$150,000"
1016876342,0,0,Living With Sig Oth/Dom Prtnr,Post graduate study/degree,White,Long,3,1,1,Medium,1,0,0,"$100,001-$150,000"
1016880633,0,0,Married,Post graduate study/degree,White,Medium,3,1,1,Low,0,1,0,"$100,001-$150,000"
1016895681,0,0,Married,Some college,White,Long,4,2,1,Medium,0,0,1,"$75,001-$100,000"
1016919955,0,0,Married,College graduate,White,Long,4,1,0,Low,1,0,0,"$150,001-$200,000"
1016939719,0,0,Single/Not Married,Post graduate study/degree,White,Short,2,2,0,Medium,0,1,0,"$100,001-$150,000"
1016945182,0,0,Married,High school graduate or less,White,Long,4,0,1,Medium,1,0,0,"$75,001-$100,000"
1016950577,0,1,Divorced/Widowed/Separated,College graduate,White,Long,6,2,1,Low,0,0,1,"$100,001-$150,000"
1016950607,0,0,Married,College graduate,White,Long,4,1,1,High,0,0,1,"$150,001-$200,000"
1016966961,0,0,Married,College graduate,White,Long,5,2,1,Medium,0,1,0,"$75,001-$100,000"
1020027672,0,0,Single/Not Married,Post graduate study/degree,Asian,Medium,2,2,1,Low,1,0,0,"$100,001-$150,000"
1020049641,0,0,Married,College graduate,White,Long,4,1,1,Medium,1,1,0,"$100,001-$150,000"
1020060432,0,0,Married,Other,White,Medium,6,1,0,High,0,0,1,"$50,001-$75,000"
1020065922,0,0,Married,College graduate,White,Long,3,2,0,High,0,1,0,"$100,001-$150,000"
1020067348,0,1,Single/Not Married,Post graduate study/degree,African-American/Black,Medium,5,2,0,Low,1,0,0,"$75,001-$100,000"
1020102747,1,0,Divorced/Widowed/Separated,College graduate,White,Long,5,1,0,Medium,1,1,0,"$100,001-$150,000"
1020103611,0,0,Married,College graduate,White,Long,4,1,1,Low,1,0,0,"$300,000+"
1020103930,0,1,Married,College graduate,White,Long,2,2,1,Medium,0,0,1,"$30,000-$50,000"
1020107854,0,0,Married,College graduate,Hispanic,Medium,4,1,1,Medium,1,0,0,"$100,001-$150,000"
1020126239,0,0,Married,Some college,White,Long,6,2,0,Low,0,0,1,"$75,001-$100,000"
1020131860,0,0,Married,Some college,White,Long,6,2,0,Low,1,0,0,"$75,001-$100,000"
1020134991,0,0,Married,College graduate,White,Long,6,2,1,Medium,1,0,0,"$75,001-$100,000"
1020144695,0,0,Married,College graduate,White,Long,5,0,1,Low,1,0,0,"$100,001-$150,000"
1020145292,0,0,Married,Post graduate study/degree,White,Long,6,1,0,Medium,1,0,0,"$75,001-$100,000"
1020160232,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Long,4,2,0,Medium,0,0,1,"$100,001-$150,000"
1020161506,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,4,2,1,Low,0,0,1,"$75,001-$100,000"
1020161670,0,0,Single/Not Married,Some college,Asian,Medium,4,0,0,High,0,1,0,"$75,001-$100,000"
1020168039,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,6,1,0,Low,0,1,0,"$100,001-$150,000"
1020168519,0,0,Living With Sig Oth/Dom Prtnr,Other,White,Medium,5,2,0,Medium,0,1,0,"$75,001-$100,000"
1020173563,0,0,Married,Post graduate study/degree,White,Short,3,1,0,Medium,0,1,0,"$100,001-$150,000"
1020174306,0,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,2,2,1,Low,0,0,1,"$100,001-$150,000"
1020174799,0,0,Single/Not Married,Post graduate study/degree,White,Long,4,1,0,High,0,1,0,"$75,001-$100,000"
1020177089,0,0,Married,Post graduate study/degree,White,Medium,5,2,0,Very High,0,1,0,"$200,001-$250,000"
1020185499,0,0,Living With Sig Oth/Dom Prtnr,College graduate,Hispanic,Long,4,0,1,Medium,0,1,0,"$150,001-$200,000"
1020195494,0,0,Married,Some college,White,Long,6,2,1,High,0,1,0,"$50,001-$75,000"
1020206852,0,0,Married,College graduate,White,Long,6,2,1,Medium,0,0,1,"$100,001-$150,000"
1020207646,0,0,Married,College graduate,White,Medium,6,1,1,Medium,1,0,0,"$100,001-$150,000"
1020209282,0,0,Married,Some college,White,Long,2,2,1,High,0,1,0,"$50,001-$75,000"
1020209894,0,2,Divorced/Widowed/Separated,Some college,White,Medium,4,1,0,Medium,1,0,0,"$75,001-$100,000"
1020222190,0,0,Married,Post graduate study/degree,White,Long,6,1,1,Low,1,1,0,"$100,001-$150,000"
1020227833,0,0,Married,Some college,White,Long,4,1,1,High,0,0,1,"$75,001-$100,000"
1020229780,0,0,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,5,2,0,Low,1,0,0,"$100,001-$150,000"
1020234716,0,0,Married,College graduate,White,Medium,5,1,1,High,1,1,1,"$30,000-$50,000"
1020242050,0,0,Married,Post graduate study/degree,White,Short,6,2,1,Medium,1,1,0,"$100,001-$150,000"
1020243804,0,2,Single/Not Married,College graduate,White,Medium,3,2,1,Medium,1,0,0,"$100,001-$150,000"
1020244614,0,0,Married,Some college,White,Short,4,2,0,Medium,0,1,0,"$75,001-$100,000"
1020248830,0,0,Married,College graduate,White,Long,2,1,1,Low,1,0,0,"$100,001-$150,000"
1020261799,0,0,Married,Post graduate study/degree,White,Long,6,2,0,Low,0,1,0,"$75,001-$100,000"
1020264453,0,0,Married,High school graduate or less,White,Medium,5,1,0,High,0,1,0,"$150,001-$200,000"
1020266375,1,0,Married,College graduate,White,Long,2,1,1,Medium,1,1,0,"$50,001-$75,000"
1020268106,1,0,Divorced/Widowed/Separated,Some college,White,Long,6,2,1,Low,1,1,0,"$30,000-$50,000"
1020270720,0,0,Married,Some college,White,Medium,4,1,0,High,1,1,0,"$100,001-$150,000"
1020272847,0,1,Married,High school graduate or less,White,Medium,6,2,0,Low,1,0,0,"$50,001-$75,000"
1020278730,0,0,Divorced/Widowed/Separated,Some college,White,Long,6,1,0,Medium,1,0,0,"$75,001-$100,000"
1020280432,0,0,Single/Not Married,College graduate,African-American/Black,Long,4,2,1,Low,1,0,0,"$50,001-$75,000"
1020284160,1,0,Married,Post graduate study/degree,White,Long,2,2,1,Low,1,1,0,"$100,001-$150,000"
1020285248,0,1,Married,College graduate,White,Long,3,1,1,Medium,1,0,0,"$200,001-$250,000"
1020286678,0,0,Married,Some college,White,Medium,6,1,0,Medium,1,0,0,"$75,001-$100,000"
1020306385,1,1,Married,Some college,White,Long,3,2,1,Medium,1,0,0,"$30,000-$50,000"
1020307390,0,1,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,6,2,0,Medium,1,0,0,"$100,001-$150,000"
1020308469,1,1,Married,Some college,White,Long,3,0,1,Low,1,0,0,"$75,001-$100,000"
1020309899,0,0,Married,Some college,White,Medium,4,2,1,Medium,1,0,0,"$75,001-$100,000"
1020313950,0,0,Married,Some college,White,Long,3,2,0,Medium,1,1,0,"$75,001-$100,000"
1020315767,0,0,Married,Some college,White,Medium,6,1,1,Low,0,0,1,"$50,001-$75,000"
1020321546,0,1,Living With Sig Oth/Dom Prtnr,Some college,White,Long,5,0,1,Low,1,0,0,"$75,001-$100,000"
1020323077,0,0,Married,College graduate,White,Medium,3,1,1,High,1,0,0,"$75,001-$100,000"
1020323875,0,0,Married,Some college,White,Short,4,1,0,Low,1,1,0,"$50,001-$75,000"
1020324600,0,2,Married,High school graduate or less,White,Long,4,2,1,Medium,1,0,0,"$50,001-$75,000"
1020325410,0,0,Single/Not Married,Some college,White,Medium,5,2,0,Medium,0,1,0,"$50,001-$75,000"
1020327374,0,1,Married,College graduate,White,Medium,6,2,0,Low,0,0,1,"$100,001-$150,000"
1020328460,0,0,Married,Other,Asian,Long,4,1,0,Medium,1,1,0,"$50,001-$75,000"
1020328583,0,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,3,1,1,High,1,0,0,"$75,001-$100,000"
1020329806,0,2,Single/Not Married,College graduate,White,Long,4,1,1,Medium,1,0,0,"$100,001-$150,000"
1020332122,0,2,Married,Some college,White,Long,3,2,1,Low,1,0,0,"$150,001-$200,000"
1020332491,0,2,Married,College graduate,White,Medium,6,1,1,Medium,1,0,1,"$75,001-$100,000"
1020338210,0,0,Married,Some college,White,Long,6,2,0,Low,0,1,0,"$50,001-$75,000"
1020338384,0,0,Married,College graduate,White,Long,2,2,0,Low,1,0,0,"$300,000+"
1020341172,1,1,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,0,"$100,001-$150,000"
1020343507,0,0,Married,College graduate,White,Long,5,1,1,Medium,0,1,0,"$150,001-$200,000"
1020345631,1,1,Married,Post graduate study/degree,White,Long,1,1,1,Low,1,1,0,"$150,001-$200,000"
1020352379,0,0,Married,College graduate,White,Long,2,2,0,Medium,1,0,1,"$100,001-$150,000"
1020354827,0,1,Married,College graduate,African-American/Black,Long,6,1,0,Low,1,0,0,"$100,001-$150,000"
1020356048,0,1,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,5,1,1,Medium,0,0,0,"$50,001-$75,000"
1020359292,0,1,Married,College graduate,White,Medium,5,2,0,Medium,0,0,1,"$100,001-$150,000"
1020359950,0,0,Married,Post graduate study/degree,White,Medium,4,1,0,Low,0,0,1,"$100,001-$150,000"
1020362102,0,2,Living With Sig Oth/Dom Prtnr,Some college,White,Long,5,1,0,Low,1,0,0,"$75,001-$100,000"
1020363427,0,2,Married,College graduate,White,Long,6,1,1,Medium,1,1,0,"$100,001-$150,000"
1020363770,1,0,Single/Not Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,0,"$50,001-$75,000"
1020368909,1,0,Married,College graduate,White,Long,5,1,0,Low,0,1,0,"$100,001-$150,000"
1020369573,0,1,Married,College graduate,White,Medium,5,2,0,Low,1,0,0,"$50,001-$75,000"
1020369913,0,2,Divorced/Widowed/Separated,Some college,White,Long,4,2,1,High,0,1,0,"$100,001-$150,000"
1020370024,0,1,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,1,0,1,Low,1,1,0,"$50,001-$75,000"
1020370067,0,2,Divorced/Widowed/Separated,College graduate,White,Long,4,1,1,High,0,0,1,"$75,001-$100,000"
1020370270,0,1,Living With Sig Oth/Dom Prtnr,College graduate,White,Medium,2,1,0,Medium,0,1,0,"$100,001-$150,000"
1020374178,0,1,Married,Some college,White,Medium,5,1,0,Medium,1,0,0,"$75,001-$100,000"
1020374372,1,1,Married,Some college,White,Medium,4,2,1,Medium,1,0,0,"$150,001-$200,000"
1020374631,1,1,Divorced/Widowed/Separated,College graduate,White,Long,4,0,1,Low,1,0,0,"$30,000-$50,000"
1020375263,0,0,Married,High school graduate or less,White,Medium,5,1,0,Low,1,0,0,"$100,001-$150,000"
1020375522,0,0,Married,College graduate,White,Medium,6,1,1,Low,0,0,1,"$100,001-$150,000"
1020379110,0,0,Married,College graduate,White,Medium,5,1,0,High,1,0,0,"$75,001-$100,000"
1020380321,0,0,Married,Some college,White,Short,3,1,0,High,0,1,0,"$100,001-$150,000"
1020380585,0,0,Married,College graduate,Asian,Short,2,1,1,Medium,1,1,0,"$50,001-$75,000"
1020381026,0,0,Married,Post graduate study/degree,White,Long,6,2,1,Medium,0,0,1,"$150,001-$200,000"
1020383002,0,0,Married,Post graduate study/degree,White,Long,3,1,0,Medium,1,1,0,"$100,001-$150,000"
1020385587,0,0,Married,College graduate,White,Short,5,2,0,Low,1,0,0,"$300,000+"
1020386915,0,0,Single/Not Married,Post graduate study/degree,White,Long,6,1,0,Low,1,1,0,"$30,000-$50,000"
1020399235,0,0,Married,College graduate,White,Short,6,1,0,Medium,0,0,0,"$75,001-$100,000"
1020400632,0,2,Divorced/Widowed/Separated,Post graduate study/degree,White,Medium,4,2,0,Medium,1,1,0,"$50,001-$75,000"
1020403097,0,0,Married,College graduate,White,Long,4,2,0,High,0,0,1,"$100,001-$150,000"
1020404280,0,0,Married,Post graduate study/degree,White,Long,4,1,0,Medium,0,0,1,"$100,001-$150,000"
1020406525,0,2,Married,Some college,White,Medium,4,1,0,Medium,0,0,1,"$30,000-$50,000"
1020407157,0,2,Married,College graduate,White,Medium,6,2,1,Low,1,0,0,"$30,000-$50,000"
1020407181,0,0,Divorced/Widowed/Separated,High school graduate or less,White,Medium,6,2,1,Low,1,1,0,"Under $30,000"
1020407319,0,2,Married,Post graduate study/degree,White,Long,5,2,0,Low,0,0,1,"$75,001-$100,000"
1020407955,0,1,Married,High school graduate or less,White,Medium,4,1,0,Low,1,0,0,"$50,001-$75,000"
1020410298,0,2,Married,Post graduate study/degree,White,Long,2,1,1,Medium,1,1,0,"$100,001-$150,000"
1020412851,0,0,Married,Post graduate study/degree,African-American/Black,Medium,3,2,1,Medium,1,1,0,"$150,001-$200,000"
1020414064,1,0,Living With Sig Oth/Dom Prtnr,College graduate,White,Long,1,2,1,Medium,0,1,0,"$75,001-$100,000"
1020414447,0,1,Married,Post graduate study/degree,White,Medium,6,2,0,Low,1,0,0,"$100,001-$150,000"
1020414684,0,0,Married,Post graduate study/degree,White,Long,6,2,1,Medium,0,1,0,"$50,001-$75,000"
1020415354,0,2,Divorced/Widowed/Separated,Post graduate study/degree,Asian,Long,6,2,1,Medium,0,0,0,"$50,001-$75,000"
1020415605,0,0,Married,College graduate,White,Long,4,1,1,Low,0,1,0,"$100,001-$150,000"
1020417365,1,2,Married,Post graduate study/degree,White,Long,2,2,1,Medium,1,1,0,"$100,001-$150,000"
1020418531,0,0,Married,High school graduate or less,White,Long,6,2,1,Low,1,0,0,"$50,001-$75,000"
1020420617,1,0,Single/Not Married,High school graduate or less,White,Long,2,2,1,Medium,0,1,0,"$50,001-$75,000"
1020421281,1,0,Married,Post graduate study/degree,Asian,Long,2,0,1,Low,1,0,0,"$75,001-$100,000"
1020421923,0,2,Married,College graduate,White,Short,3,2,1,High,1,1,0,"$100,001-$150,000"
1020426003,1,0,Single/Not Married,College graduate,White,Medium,2,2,1,Low,1,1,0,"$30,000-$50,000"
1020426615,0,0,Married,Post graduate study/degree,White,Long,3,2,1,Low,1,0,0,"$200,001-$250,000"
1020427891,0,0,Married,Some college,Hispanic,Short,4,1,1,Low,1,0,0,"$50,001-$75,000"
1020428189,0,0,Divorced/Widowed/Separated,Some college,White,Long,5,2,0,Medium,1,0,0,"$30,000-$50,000"
1020431830,0,2,Married,Post graduate study/degree,White,Long,5,1,0,Medium,0,1,0,"$100,001-$150,000"
1020433271,0,0,Single/Not Married,College graduate,White,Long,3,2,1,Medium,1,0,0,"$50,001-$75,000"
1020434723,1,0,Married,Post graduate study/degree,Asian,Long,3,1,0,Medium,1,1,0,"$75,001-$100,000"
